country,variable,f,m
ARM,CivicEngagement,6.48386203960374,7.71903731292909
ARM,Health,9.81272808643623,11.8952124667696
ARM,LifeSatisfaction,10.9946153089276,9.48223475273786
ARM,Safety,10.4181741093024,9.88889167301177
ARM,WorkLifeBalance,9.04678180424202,7.55299720579133
ATG,Housing,7.0279691623966,10.7861773121979
ATG,Income,8.66708761969688,9.20425851363637
ATG,Jobs,9.40400222024784,8.40312874909197
ATG,Community,15.265456519836,8.91611110389642
ATG,Education,11.2708823436281,9.27927466200259
ATG,Environment,7.50167170506466,10.718245483147
ATG,CivicEngagement,5.13185049834506,6.73592561506674
ATG,Health,8.14335033909071,8.24288726890788
ATG,LifeSatisfaction,9.63419461068364,9.17126305381164
ATG,Safety,7.35474792177724,6.97159592408712
ATG,WorkLifeBalance,10.5987870592333,11.5711323141544
AUS,Housing,9.17580673712427,9.07224101448948
AUS,Income,8.59235802199736,8.94123836611181
AUS,Jobs,8.3585853207458,8.66726465787214
AUS,Community,7.50521834671628,7.55664548905203
AUS,Education,9.83966051690389,9.74244595849049
AUS,Environment,8.37821768353023,8.51291690503515
AUS,CivicEngagement,6.33827203743219,6.56082549153879
AUS,Health,10.3838798871016,10.1915966624921
AUS,LifeSatisfaction,10.0523933195671,10.141735595017
AUS,Safety,9.44174721595698,9.05903598300168
AUS,WorkLifeBalance,11.9338609129242,11.5540538768993
AUT,Housing,9.02051707851719,9.07733959252507
AUT,Income,7.90921283135559,8.63415962903756
AUT,Jobs,8.67888040768125,8.64239247769147
AUT,Community,8.39998303850418,7.81473281014186
AUT,Education,10.050046762653,9.57830426333665
AUT,Environment,9.50055224044907,9.70700760016636
AUT,CivicEngagement,6.91070123542445,6.73786907317314
AUT,Health,10.6113510867651,10.7277043991698
AUT,LifeSatisfaction,10.4626719626994,10.2388850814228
AUT,Safety,9.23539286563074,9.74939205799055
AUT,WorkLifeBalance,9.22069049032006,9.09221301534471
AZE,Housing,11.0085982629965,8.67216012625399
AZE,Income,9.45532109454323,8.46116627504418
AZE,Jobs,8.99848294309403,8.82634990526698
AZE,Community,7.29428574856353,7.49828923970213
AZE,Education,8.96685425375818,9.22904781182959
AZE,Environment,7.15819417343487,8.93628921696729
AZE,CivicEngagement,6.91736322696661,6.66470194792342
AZE,Health,9.35533814322776,9.3497820297059
AZE,LifeSatisfaction,8.90143100457021,8.59234135273559
AZE,Safety,9.65376377817958,13.3049752018148
AZE,WorkLifeBalance,12.2903673706655,10.4648968927561
BDI,Housing,10.9840838242766,7.60111386934027
BDI,Income,14.2098902758895,9.26778053600694
BDI,Jobs,8.75938971971601,10.0807886660882
BDI,Community,4.16168857029072,7.88312606446223
BDI,Education,10.7616144138206,11.3003008612102
BDI,Environment,7.46165149205564,8.69613419454353
BDI,CivicEngagement,6.84436754143836,7.59095126771426
BDI,Health,9.76050206676829,11.2561156367493
BDI,LifeSatisfaction,8.68523324956399,10.2586341945435
BDI,Safety,8.61107677941197,9.03912199942158
BDI,WorkLifeBalance,9.76050206676829,7.02593270991999
BEL,Housing,8.88969729804482,9.49805029233795
BEL,Income,8.61231238707752,8.77044893459606
BEL,Jobs,8.96553443164384,8.66345195010927
BEL,Community,8.23157036430881,7.71631630571508
BEL,Education,9.95402443144036,10.0784026821608
BEL,Environment,9.08062928706579,9.33702809208989
BEL,CivicEngagement,6.41651659170821,6.57535343718026
BEL,Health,10.6052462361037,10.6807729706586
BEL,LifeSatisfaction,10.4837318958782,10.2677229410661
BEL,Safety,9.13807449550941,9.19281035343363
BEL,WorkLifeBalance,9.62266258121939,9.21964204065236
BEN,Housing,9.77633477633478,10.802027943619
BEN,Income,9.38351771685105,10.0599601893561
BEN,Jobs,9.00472983806317,8.89313139490394
BEN,Community,8.38744588744589,7.02882459919471
BEN,Education,8.38744588744589,8.82520409179513
BEN,Environment,8.62594195927529,9.67191093502778
BEN,CivicEngagement,7.70001603334937,7.26371927768695
BEN,Health,9.00472983806317,9.48870711810303
BEN,LifeSatisfaction,8.38744588744589,9.71249267530464
BEN,Safety,8.38744588744589,10.3693889362849
BEN,WorkLifeBalance,12.9549462882796,7.88463283872388
BFA,Housing,9.54545454545455,25.873440285205
BFA,Income,9.54545454545455,5.87344028520499
BFA,Jobs,12.0454545454545,7.32798573975044
BFA,Community,7.04545454545455,4.87344028520499
BFA,Education,12.0454545454545,11.5793226381462
BFA,Environment,7.04545454545455,5.7825311942959
BFA,CivicEngagement,7.04545454545455,5.7825311942959
BFA,Health,9.54545454545455,5.87344028520499
BFA,LifeSatisfaction,12.0454545454545,7.7825311942959
BFA,Safety,7.04545454545455,6.9590017825312
BFA,WorkLifeBalance,7.04545454545455,12.2923351158645
BGD,Housing,9.05302995347895,8.21325898752815
BGD,Income,10.112143023141,10.29534044569
BGD,Jobs,10.2555363501902,8.74332283708421
BGD,Community,9.20965019319198,9.0120093735266
BGD,Education,10.2562062689694,10.9487617506514
BGD,Environment,7.79137072073395,8.99780358085672
BGD,CivicEngagement,8.38296271743884,6.34220397399776
BGD,Health,10.4122633673272,9.29890646143552
BGD,LifeSatisfaction,9.25364286027463,9.60302446071852
BGD,Safety,8.07065029108148,9.15676969609144
BGD,WorkLifeBalance,7.20254425417231,9.38859843241962
BGR,Housing,8.18649147909294,8.51127210553424
BGR,Income,9.91688795746308,10.9876890603845
BGR,Jobs,9.84147898891441,8.88050112596795
BGR,Community,7.60552499292908,7.67042377243943
BGR,Education,9.31781531787055,9.24958994793115
BGR,Environment,8.42286954971819,9.18225492901524
BGR,CivicEngagement,7.89310889095453,5.97040021345471
BGR,Health,9.76447788621741,9.79271327342307
BGR,LifeSatisfaction,10.1173014608711,11.3833813803023
BGR,Safety,9.20932458415208,8.02443637991226
BGR,WorkLifeBalance,9.72471889181662,10.3473378116351
BHR,Housing,9.91962652776475,9.94177811046185
BHR,Income,9.53271008551179,9.10620453562528
BHR,Jobs,8.52497543877915,9.98733742635576
BHR,Community,8.49199367906226,8.9429519518924
BHR,Education,10.1189170797758,10.4955951317202
BHR,Environment,7.80283616079206,8.27596242458892
BHR,CivicEngagement,5.89980655751336,6.50505237568349
BHR,Health,9.78553949636447,9.96371186129582
BHR,LifeSatisfaction,12.5841331850002,9.85152413708372
BHR,Safety,9.08985777920689,9.15689989231694
BHR,WorkLifeBalance,8.24960401022928,7.77298215297559
BHS,Housing,12.3467314519539,7.70379905692023
BHS,Income,10.6252435315495,7.41517050880576
BHS,Jobs,9.11110679356565,8.68720307979794
BHS,Community,8.03962798540768,7.75832004932372
BHS,Education,8.93146502422207,11.0073079035747
BHS,Environment,7.22682839698482,10.4459365264139
BHS,CivicEngagement,6.36243175403188,8.29783221674287
BHS,Health,8.37614321665976,9.15915554593645
BHS,LifeSatisfaction,8.46586499368803,8.76233014911105
BHS,Safety,12.2094244957615,9.59231208068417
BHS,WorkLifeBalance,8.30513235617521,11.1706328826892
BIH,Housing,9.88742643486022,8.94117876597535
BIH,Income,8.83869373530589,9.52071267837963
BIH,Jobs,9.67748787938334,10.63023271106
BIH,Community,7.44566099371598,7.98184046895832
BIH,Education,10.8603059310244,8.88352162711438
BIH,Environment,8.60914499894308,6.96401887004708
BIH,CivicEngagement,5.85818672232776,4.77994651076064
BIH,Health,10.4294643949355,10.8428545144392
BIH,LifeSatisfaction,10.2201133062455,12.1382678509673
BIH,Safety,9.08801191409152,9.26809616866205
BIH,WorkLifeBalance,9.0855036891669,10.049329833636
BLR,Housing,8.87135505469025,9.48568720193971
BLR,Income,9.62768543015213,8.61167512811727
BLR,Jobs,7.97544524312267,8.80566824772389
BLR,Community,8.2985198750792,7.62698399432396
BLR,Education,9.75997931243156,9.02332486999656
BLR,Environment,10.1184824302491,9.69676254665892
BLR,CivicEngagement,7.25707275417761,7.68550621592474
BLR,Health,10.1493080986146,10.6427371271609
BLR,LifeSatisfaction,9.66411879430034,9.77358038520582
BLR,Safety,9.69067740732309,9.02197023952621
BLR,WorkLifeBalance,8.58735559985937,9.62610404342198
BLZ,Housing,9.94594404133878,6.01547710992988
BLZ,Income,7.39419875933034,13.7503218087926
BLZ,Jobs,8.27139174178648,8.15645207699181
BLZ,Community,6.57287461563777,6.19834022382748
BLZ,Education,10.3547250751198,6.98203928338861
BLZ,Environment,10.4911773168352,7.13877909530083
BLZ,CivicEngagement,5.81934147723621,4.1084760649978
BLZ,Health,11.231918057576,6.98203928338861
BLZ,LifeSatisfaction,11.545201265596,8.86291702633532
BLZ,Safety,8.55334662900452,23.0739933063771
BLZ,WorkLifeBalance,9.81988102053892,8.73116472066997
BMU,Housing,6.99539929853645,7.9401286874113
BMU,Income,7.36605878865897,8.81420964301399
BMU,Jobs,6.59857390171105,6.96756521484782
BMU,Community,8.54847104616208,5.14061686616034
BMU,Education,11.613010205154,10.0124042379477
BMU,Environment,11.2161848083286,10.508651649956
BMU,CivicEngagement,6.25230462217585,5.4936647192082
BMU,Health,11.2150202437011,12.9631069169113
BMU,LifeSatisfaction,11.5707947374066,11.5056754594798
BMU,Safety,9.32338812804196,11.0809650347694
BMU,WorkLifeBalance,9.30079422012327,9.57301157029418
BOL,Housing,7.41704021645882,9.35410371960358
BOL,Income,8.40091282533143,8.55158318204525
BOL,Jobs,8.88738957836531,10.2051316722166
BOL,Community,7.86015801721902,8.14953732625386
BOL,Education,9.00888274927709,11.975910921873
BOL,Environment,9.7616712919207,9.11677072006383
BOL,CivicEngagement,7.43267722147904,5.77051806581958
BOL,Health,11.1306341192169,9.97989464230352
BOL,LifeSatisfaction,11.3288108753646,9.91048792474482
BOL,Safety,9.60613815088031,8.6771734611215
BOL,WorkLifeBalance,9.16568495448677,8.30888836395452
BRA,Housing,8.96309144666772,8.9882033403803
BRA,Income,8.50372866157956,8.69269463051308
BRA,Jobs,8.78620405783635,8.92438427315952
BRA,Community,7.61104769016248,7.3678887039655
BRA,Education,10.5757003698121,10.7083042205867
BRA,Environment,8.80121163761216,8.7181384463255
BRA,CivicEngagement,6.49405707917493,6.52468571574122
BRA,Health,10.5168961388885,10.3834036529041
BRA,LifeSatisfaction,10.2494889615831,10.2905965181556
BRA,Safety,10.1474640353327,10.1836798769845
BRA,WorkLifeBalance,9.35110992135045,9.218020621284
BRB,Housing,11.6106944402122,7.69341317184711
BRB,Income,7.68795619018984,7.9111653444865
BRB,Jobs,8.61808162031527,9.94364659855112
BRB,Community,10.26885911939,15.6699371147576
BRB,Education,7.63564002309204,9.24316570351414
BRB,Environment,9.20121222910295,8.68392598932183
BRB,CivicEngagement,7.89394398263439,6.80774489487448
BRB,Health,10.6830228161767,7.80128460324795
BRB,LifeSatisfaction,9.98870795290063,8.526395741941
BRB,Safety,8.02431722867854,11.2839976385349
BRB,WorkLifeBalance,8.38756439730744,6.43532319892338
BRN,Housing,7.46210744460386,4.93973076590964
BRN,Income,9.56253786067272,8.56397861108772
BRN,Jobs,12.9708273553324,9.97763489077029
BRN,Community,7.18259206121473,5.62225366936278
BRN,Education,10.6259524948191,8.74625757243645
BRN,Environment,7.49478718316595,6.86654813458748
BRN,CivicEngagement,7.61874701099952,6.13810990614925
BRN,Health,9.05863223338116,8.4916209047563
BRN,LifeSatisfaction,9.05863223338116,16.2488325168719
BRN,Safety,7.49478718316595,9.38743052149615
BRN,WorkLifeBalance,11.4703969392635,15.0176025065721
BTN,Housing,11.1111111111111,9.41357558324643
BTN,Income,5.55555555555556,7.51730375162977
BTN,Jobs,5.55555555555556,8.69226624124743
BTN,Community,16.6666666666667,11.8398530095239
BTN,Education,5.55555555555556,11.1542423239132
BTN,Environment,5.55555555555556,11.722424142095
BTN,CivicEngagement,5.55555555555556,7.45165500063619
BTN,Health,5.55555555555556,10.4808416505125
BTN,LifeSatisfaction,27.7777777777778,7.40521357488442
BTN,Safety,5.55555555555556,7.12112266579351
BTN,WorkLifeBalance,5.55555555555556,7.20150205651773
BWA,Housing,11.8990115982597,8.32915504790505
BWA,Income,12.6926623919105,8.95415504790505
BWA,Jobs,10.2138463040719,9.03831286643787
BWA,Community,8.30908439930996,6.6520314957815
BWA,Education,9.59324718723215,12.1802606177606
BWA,Environment,6.31361954670225,9.93104711854712
BWA,CivicEngagement,8.71724766461609,7.60110556985557
BWA,Health,9.44287124738253,9.68026061776062
BWA,LifeSatisfaction,6.17756512493355,8.77256721006721
BWA,Safety,11.6877692065662,7.83270994208494
BWA,WorkLifeBalance,4.95307532901518,11.0283944658945
CAF,Housing,8.71212121212121,7.69230769230769
CAF,Income,8.71212121212121,10.2564102564103
CAF,Jobs,8.71212121212121,12.8205128205128
CAF,Community,7.32323232323232,2.56410256410256
CAF,Education,11.489898989899,7.69230769230769
CAF,Environment,8.71212121212121,7.69230769230769
CAF,CivicEngagement,7.32323232323232,12.8205128205128
CAF,Health,11.489898989899,12.8205128205128
CAF,LifeSatisfaction,11.489898989899,7.69230769230769
CAF,Safety,8.71212121212121,12.8205128205128
CAF,WorkLifeBalance,7.32323232323232,5.12820512820513
CAN,Housing,8.70114057612943,9.17567657836822
CAN,Income,8.43363374944347,9.08133651624045
CAN,Jobs,8.82270526111397,8.89270653729617
CAN,Community,8.16538056970067,7.78941922465736
CAN,Education,9.94487615890194,9.82435961890676
CAN,Environment,9.06739898410531,9.08582296366294
CAN,CivicEngagement,6.44653550037082,6.44258299407949
CAN,Health,10.9425230712002,10.6062884747601
CAN,LifeSatisfaction,10.5592339670218,10.3024498502543
CAN,Safety,9.49930325812767,9.5436330386908
CAN,WorkLifeBalance,9.41726890388477,9.25572420308342
CHE,Housing,8.80759425936293,8.85060582561663
CHE,Income,8.31618789001603,9.42492062490361
CHE,Jobs,8.75699520420448,9.11390789842028
CHE,Community,8.54020660077726,8.03896753323573
CHE,Education,9.79845992739959,9.72684692541608
CHE,Environment,9.43274442532322,9.27161185794685
CHE,CivicEngagement,6.77431895591671,6.2193082695079
CHE,Health,10.3346164046448,10.2661479290723
CHE,LifeSatisfaction,10.685695092785,10.5541473429859
CHE,Safety,9.23922440302042,9.08802138564411
CHE,WorkLifeBalance,9.3139568365495,9.4455144072506
CHL,Housing,8.60104943329536,8.86552270253545
CHL,Income,8.39624256864978,8.8724741316135
CHL,Jobs,9.27427031212259,9.31727220358458
CHL,Community,7.97757110983791,7.84571512368154
CHL,Education,10.6118795603412,10.301662101173
CHL,Environment,9.21854682681327,8.95727109180616
CHL,CivicEngagement,7.5059461511924,7.53735042958475
CHL,Health,9.98531472616051,9.82689028401959
CHL,LifeSatisfaction,10.4850020499657,9.79981588782743
CHL,Safety,8.11298708429878,9.0967974962977
CHL,WorkLifeBalance,9.8311901773225,9.57922854787626
CHN,Housing,8.16426567680302,9.30156651379424
CHN,Income,9.35536233425401,10.3615020328598
CHN,Jobs,8.58519382107064,9.15855445966238
CHN,Community,7.8484574136155,7.77226480926684
CHN,Education,9.73524854844669,9.91604475126928
CHN,Environment,9.37702614481421,9.33700553491933
CHN,CivicEngagement,6.91842125358994,6.24845394499691
CHN,Health,10.5572957008038,10.0686398171519
CHN,LifeSatisfaction,9.96288005869401,9.53385710655066
CHN,Safety,10.1543743999682,9.62485908079245
CHN,WorkLifeBalance,9.34147464794004,8.67725194873625
CIV,Housing,8.82263708328342,9.27821799770978
CIV,Income,9.70344667848582,9.61294307178361
CIV,Jobs,10.1399449636597,8.81784966234144
CIV,Community,8.44431151951279,8.01062842108186
CIV,Education,13.2666830701446,8.9826520664926
CIV,Environment,8.98441326714676,8.86986207870261
CIV,CivicEngagement,4.70505543230454,7.41386407431751
CIV,Health,11.5425451391101,10.0725482813888
CIV,LifeSatisfaction,7.82023130942616,8.88115633999688
CIV,Safety,9.04811927511901,12.4621904492568
CIV,WorkLifeBalance,7.52261226180711,7.59808755692809
CMR,Housing,9.53029185416326,7.825627074156
CMR,Income,9.04519346208813,9.5597177355922
CMR,Jobs,9.59730327411586,10.2983282580373
CMR,Community,7.02336756303925,7.96492715910826
CMR,Education,11.3825873292358,10.0184672483626
CMR,Environment,8.3257702724187,8.98878264724947
CMR,CivicEngagement,5.39054985635013,7.95122143111682
CMR,Health,11.5410122376607,9.7748145047099
CMR,LifeSatisfaction,8.66663396622357,9.70069833464734
CMR,Safety,9.72825371901979,8.11382343378094
CMR,WorkLifeBalance,9.76903646568489,9.80359217323912
COD,Housing,18.9974659486855,9.10217630805866
COD,Income,8.89293633196072,13.2109107109107
COD,Jobs,8.89293633196072,7.71711171711172
COD,Community,7.67342413683877,6.19554240142475
COD,Education,8.28318023439975,8.64763085351321
COD,Environment,7.67342413683877,9.11399914341091
COD,CivicEngagement,7.67342413683877,5.98242218830454
COD,Health,8.28318023439975,7.98716519304755
COD,LifeSatisfaction,7.67342413683877,11.5230900525018
COD,Safety,7.67342413683877,7.93667514255749
COD,WorkLifeBalance,8.28318023439975,12.5832762891586
COG,Housing,7.67688003505579,12.5
COG,Income,9.31378479696055,12.5
COG,Jobs,8.82415346055502,8.33333333333333
COG,Community,10.356279102803,4.16666666666667
COG,Education,9.6430196610953,12.5
COG,Environment,8.82117395952212,12.5
COG,CivicEngagement,7.12865184500335,4.16666666666667
COG,Health,9.25220844228074,4.16666666666667
COG,LifeSatisfaction,8.3901394767635,4.16666666666667
COG,Safety,9.68622242607226,20.8333333333333
COG,WorkLifeBalance,10.9074867938884,4.16666666666667
COK,Housing,NA,9.39407651172357
COK,Income,NA,8.3388180447004
COK,Jobs,NA,11.8284656519951
COK,Community,NA,6.16714657891128
COK,Education,NA,6.69779240367476
COK,Environment,NA,9.75003427944604
COK,CivicEngagement,NA,5.67215137803373
COK,Health,NA,12.4167009461127
COK,LifeSatisfaction,NA,8.80282462635404
COK,Safety,NA,12.4167009461127
COK,WorkLifeBalance,NA,8.51528863293569
COL,Housing,8.54738074737198,8.76496768615457
COL,Income,8.77876166699998,9.13631439959027
COL,Jobs,8.92516852143209,9.06317470951054
COL,Community,7.55645054180275,7.30680758992717
COL,Education,10.3302301373464,10.2735029080843
COL,Environment,9.1495647477405,9.14943496563766
COL,CivicEngagement,7.14502773133301,7.49111651970337
COL,Health,10.2353713313926,10.0136212111385
COL,LifeSatisfaction,9.72232631378324,9.82448291567536
COL,Safety,9.69136977991668,9.14726675340718
COL,WorkLifeBalance,9.91834848088074,9.82931034117106
COM,Housing,11.3003663003663,10
COM,Income,10.6593406593407,10
COM,Jobs,10.1098901098901,10
COM,Community,8.91941391941392,10
COM,Education,10.1098901098901,0
COM,Environment,7.72893772893773,10
COM,CivicEngagement,4.3956043956044,10
COM,Health,8.91941391941392,10
COM,LifeSatisfaction,9.46886446886447,10
COM,Safety,11.3003663003663,10
COM,WorkLifeBalance,7.08791208791209,10
CPV,Housing,4.54545454545455,8.62745133153297
CPV,Income,11.3636363636364,9.01355171763335
CPV,Jobs,28.030303030303,10.9584175017848
CPV,Community,2.27272727272727,6.31897485213812
CPV,Education,9.09090909090909,9.45998028906192
CPV,Environment,2.27272727272727,8.38631916438039
CPV,CivicEngagement,2.27272727272727,8.60941033134911
CPV,Health,18.9393939393939,10.1250841684515
CPV,LifeSatisfaction,2.27272727272727,10.4192558911947
CPV,Safety,2.27272727272727,10.3663969097643
CPV,WorkLifeBalance,16.6666666666667,7.71515784270886
CRI,Housing,8.86829174425239,8.88857538291023
CRI,Income,8.32427426766812,9.0268312934736
CRI,Jobs,9.11214628535505,9.19478362577363
CRI,Community,7.30830771526864,7.2366406915592
CRI,Education,10.5304061977301,9.91997902804402
CRI,Environment,9.83096798572248,9.48314643849912
CRI,CivicEngagement,6.03603656985758,7.09797402908875
CRI,Health,10.7861831510219,10.3289164030254
CRI,LifeSatisfaction,9.99741551454553,11.3041057645462
CRI,Safety,9.66143221339335,8.81111173550195
CRI,WorkLifeBalance,9.54453835518488,8.70793560757793
CUB,Housing,8.45936775383554,11.5045821648108
CUB,Income,8.1050037860262,8.50549638726726
CUB,Jobs,6.86824056221815,8.19752923982294
CUB,Community,8.1116268056044,6.85165883987813
CUB,Education,10.0061531346545,11.2235443841044
CUB,Environment,7.70346354029827,8.60692803755963
CUB,CivicEngagement,5.0323487981051,6.18067392325973
CUB,Health,11.3123052251204,11.0965105652101
CUB,LifeSatisfaction,15.0431123627902,9.8172549396489
CUB,Safety,10.6123493168311,10.2602955766084
CUB,WorkLifeBalance,8.74602871451611,7.75552594182968
CYM,Housing,3.2258064516129,9.42655029384313
CYM,Income,16.1290322580645,11.1400622247464
CYM,Jobs,3.2258064516129,6.039679515668
CYM,Community,3.2258064516129,7.43200211841327
CYM,Education,3.2258064516129,12.7759717488546
CYM,Environment,3.2258064516129,10.0962911809753
CYM,CivicEngagement,3.2258064516129,3.4282597000367
CYM,Health,16.1290322580645,8.24247845608246
CYM,LifeSatisfaction,16.1290322580645,9.61418128741261
CYM,Safety,16.1290322580645,13.277627342163
CYM,WorkLifeBalance,16.1290322580645,8.52689613180448
CYP,Housing,8.65050902999435,8.41999492346287
CYP,Income,9.108560824466,12.1305620914068
CYP,Jobs,9.54051113045961,7.33954476237865
CYP,Community,8.40017184291391,6.27527480999814
CYP,Education,9.97787306710419,9.81833366349866
CYP,Environment,8.57029012924724,7.27807464023162
CYP,CivicEngagement,6.08642558781081,5.13848080593781
CYP,Health,10.8380406370149,7.76744913350401
CYP,LifeSatisfaction,9.22567872146574,7.82142667297589
CYP,Safety,10.0735885147025,7.2432022260873
CYP,WorkLifeBalance,9.52835051482076,20.7676562705182
CZE,Housing,8.05654054782523,8.41857988114322
CZE,Income,8.9731684470453,9.28718405601297
CZE,Jobs,8.86240125512917,9.49386851089617
CZE,Community,7.80585091605965,7.43347654046149
CZE,Education,9.89084155230563,9.86149464346213
CZE,Environment,9.03165307255344,9.73899748192524
CZE,CivicEngagement,6.80555626464389,6.83100267585512
CZE,Health,10.9465035924443,10.0090330993515
CZE,LifeSatisfaction,10.1545525298089,10.4679557801566
CZE,Safety,9.82263292975796,9.84026783123686
CZE,WorkLifeBalance,9.65029889242656,8.61813949949865
DEU,Housing,8.70090542581278,9.02046312207283
DEU,Income,7.92268303910334,8.75913002705679
DEU,Jobs,8.46820405889299,8.70674746666318
DEU,Community,8.69895045176093,7.95549027794451
DEU,Education,9.93182415417743,9.90325023225437
DEU,Environment,9.28228645492498,9.30642495473132
DEU,CivicEngagement,7.02323647504825,6.64507537078207
DEU,Health,10.5304505887581,10.5171895801324
DEU,LifeSatisfaction,11.0008461927141,10.873606920736
DEU,Safety,8.91919365337616,8.97331722043878
DEU,WorkLifeBalance,9.52141950543092,9.3393048271878
DJI,Housing,6.81818181818182,6.85002594706798
DJI,Income,4.54545454545455,6.85002594706798
DJI,Jobs,6.81818181818182,6.85002594706798
