country,variable,2011,2012,2013,2014,2015
ANT,WorkLifeBalance,NA,11.0185185185185,7.86306716539275,7.5091765902462,10.6430155210643
ARE,Housing,9.90919011795714,8.81724276034867,9.52314041884518,9.79535057792457,7.47119181284179
ARE,Income,10.5185445316594,9.17280658400225,13.0167351971173,10.3181420468567,8.74926970492441
ARE,Jobs,9.23395955142223,8.46632195144667,9.03656645856895,8.98936776393584,10.7402132097087
ARE,Community,8.65606592499473,8.80535729716845,7.47038292534474,7.26469306176494,8.10013656808412
ARE,Education,7.50897405495038,9.76299023497705,9.64554281199056,8.83516953210371,8.68517935035874
ARE,Environment,7.53561774572302,8.97933706091878,8.92263335135319,7.03105190624021,8.89753213191567
ARE,CivicEngagement,6.87373972406388,7.22263144480712,6.07682736160407,5.53232506688822,5.18521393862862
ARE,Health,9.63107675844843,10.1262817005845,8.63574201094903,9.91656952728786,10.743184920475
ARE,LifeSatisfaction,11.3767948085143,9.90263045668327,9.35347756611692,9.80104576220346,11.9447330943415
ARE,Safety,8.82277653154356,9.96777635292643,9.72238546854216,14.3435888311068,10.3326045358462
ARE,WorkLifeBalance,9.93326025072293,8.77662415613682,8.59656642956792,8.17269592368764,9.15074073287513
ARG,Housing,11.1031583524352,9.12026433609424,8.93933041937975,8.90617493264465,9.29126031009324
ARG,Income,8.36351786609603,8.30553127668033,8.70511267379749,8.45179061456313,8.75021898998951
ARG,Jobs,9.61638070545286,9.48830966286818,9.44071050591167,9.49980618688613,9.26642801674867
ARG,Community,8.44372882358112,8.76661718099682,7.56796814063237,7.87061268060825,7.61856409631194
ARG,Education,9.34581303137017,9.57300160557292,10.2989966682169,10.4462253523187,10.6864033387043
ARG,Environment,9.08772393360221,9.34266850130492,8.84760720470891,9.18640503364542,8.62606975954177
ARG,CivicEngagement,7.85595049806355,7.45024959487136,7.16392469653904,7.24238724275776,6.98946426865352
ARG,Health,9.37993883315436,10.4168287213793,10.8568086616649,10.3987719244371,10.4139384623546
ARG,LifeSatisfaction,9.19232790362923,10.3035291556932,9.82444666140563,9.55270010788983,9.04187448887062
ARG,Safety,9.02457461271672,8.66762588677902,9.61367974813966,9.41983451914798,9.82584935839307
ARG,WorkLifeBalance,8.58688543989858,8.56537407775968,8.74141461960367,9.02529140510107,9.48992891033878
ARM,Housing,7.17225462881061,10.3978802987977,10.483621412414,7.82640191180745,8.41115710498246
ARM,Income,7.92051355095515,7.6095964179948,7.04930031555419,8.50725378291593,8.21030753438499
ARM,Jobs,9.11619744088632,10.266468892143,7.35498877913739,8.09782068195114,7.78167454272679
ARM,Community,10.1611898962809,9.74199557129988,9.69023866856684,7.42462531913145,6.68123436665636
ARM,Education,9.26020032879165,8.87080493550346,9.65542942323128,10.9021463887147,11.5518448181948
ARM,Environment,9.13206388947612,9.74757435232455,9.54567792029092,9.04662087997534,8.7890005500528
ARM,CivicEngagement,8.05235270718455,5.70373317374731,6.82195685291661,8.21756130766815,5.75086221779682
ARM,Health,11.0036655609296,9.76527260541702,10.8138811079988,10.9816254070851,12.8040848446402
ARM,LifeSatisfaction,10.1339338678237,10.2761957907588,11.2909576377069,9.58283794505606,10.2028436792777
ARM,Safety,9.30352650311704,9.75382114410106,9.7361794265819,10.59565855308,11.87525177295
ARM,WorkLifeBalance,8.74410162574432,7.86665681791234,7.55776845560127,8.81744782261463,7.94173856833703
ATG,Housing,5.88235294117647,3.66161616161616,8.57782768279726,9.23385318650742,13.8636363636364
ATG,Income,5.88235294117647,6.16161616161616,6.79211339708297,8.90284273354575,14.6212121212121
ATG,Jobs,5.88235294117647,10.3282828282828,11.7028276827973,8.37676312210028,6.28787878787879
ATG,Community,5.88235294117647,31.1616161616162,8.81885081618855,7.50225145490569,5.9280303030303
ATG,Education,29.4117647058824,6.16161616161616,12.5148658601372,9.95684970218686,7.8030303030303
ATG,Environment,5.88235294117647,7.55050505050505,9.11662078624553,10.728834771159,7.93560606060606
ATG,CivicEngagement,5.88235294117647,6.16161616161616,7.1317643436685,5.94824448626457,4.41287878787879
ATG,Health,0,6.16161616161616,8.56484835313436,10.305281757936,7.04545454545455
ATG,LifeSatisfaction,23.5294117647059,6.16161616161616,11.7336158601372,8.56496922494053,8.4280303030303
ATG,Safety,5.88235294117647,6.16161616161616,5.76840650053125,8.57368002633426,7.67045454545455
ATG,WorkLifeBalance,5.88235294117647,10.3282828282828,9.27825871728001,11.9064295341196,16.0037878787879
AUS,Housing,8.83581592240857,9.06287749149257,9.37159032111218,9.05098362840321,8.94369828107799
AUS,Income,8.63260614491288,8.49751932952277,8.89926108240597,8.94324163109013,8.68306233433623
AUS,Jobs,8.52764314320879,8.88687731343352,8.91074332355256,8.58337404936043,8.17137690547792
AUS,Community,8.91147518098261,8.25980739345128,7.65331721805452,7.47104953516922,7.18417584409386
AUS,Education,9.41759148308476,10.1779150126527,9.60310808700278,9.64629346115641,10.0441084086236
AUS,Environment,9.09996421401488,9.05951801014466,8.66094588437906,8.40368130597086,8.13079595785044
AUS,CivicEngagement,7.90730231774138,6.80917332347652,6.75832940492827,6.46584229601993,6.16614331519948
AUS,Health,9.8922395772393,10.4454705691168,10.0734806201045,10.3328207020521,10.2427420635246
AUS,LifeSatisfaction,10.5372076175483,10.2853168378531,10.4628540995076,10.0499476216103,9.83691239467673
AUS,Safety,8.73761873802339,9.30934157072768,9.12564654581397,9.18963603214497,9.32333014033906
AUS,WorkLifeBalance,9.50053566083512,9.20618314812836,10.4807234131386,11.8631297370224,13.2736543548001
AUT,Housing,8.64456705391019,9.08142684414146,9.01995539262252,9.23804271286843,8.72175943696318
AUT,Income,8.11790842734141,8.10699902918853,8.8848172699757,8.25078676729862,8.26223139415059
AUT,Jobs,8.66472251423139,8.67835382981222,8.77370301798074,8.62726048619538,8.67994938621237
AUT,Community,8.2241904957499,8.04367137884005,7.96776421101955,7.89074105830979,8.2827951946419
AUT,Education,9.44288816879316,9.30634059452145,9.47981485834854,9.98675800147668,10.4513166171793
AUT,Environment,9.67126360294878,10.004611069898,9.62934640769701,9.53079467899846,9.29569379672357
AUT,CivicEngagement,7.09677438012785,6.69645376343277,6.65774316886783,6.93610628061252,6.86550988974916
AUT,Health,10.8951747641039,10.7285421137192,10.9477077522857,10.5117514561943,10.6217488408088
AUT,LifeSatisfaction,10.4590471142841,10.3791268549145,9.99676163771684,10.3587367964991,10.4788259584922
AUT,Safety,9.4639721338076,9.68992962050964,9.49586963714134,9.68131933794371,9.37902097109214
AUT,WorkLifeBalance,9.31949134470163,9.28454490102221,9.14651664634426,8.98770242360302,8.96114851398681
AZE,Housing,8.10810810810811,9.65151515151515,9.64317790854003,7.82043918233177,10.3787342909919
AZE,Income,8.10810810810811,8.15151515151515,9.86292637341957,7.78551544536199,8.749895491043
AZE,Jobs,10.8108108108108,8.31818181818182,8.62282421542371,8.80492584456779,9.3933870436913
AZE,Community,10.8108108108108,6.98484848484849,6.27492391680932,7.93848836048325,8.39221976471784
AZE,Education,10.8108108108108,7.31818181818182,9.1519400849119,9.35413366999045,9.78380916854574
AZE,Environment,8.10810810810811,6.98484848484849,7.99274919928779,9.45305861546271,8.48841434879446
AZE,CivicEngagement,8.10810810810811,7.31818181818182,5.91048873695637,6.79538026085341,7.17635929678177
AZE,Health,10.8108108108108,9.65151515151515,8.39060006155814,12.269199564596,7.1889169018879
AZE,LifeSatisfaction,8.10810810810811,7.98484848484849,7.86074608421738,9.41083159753236,9.62372853455911
AZE,Safety,8.10810810810811,19.3181818181818,8.79826657334365,12.0258011690237,9.80145597507724
AZE,WorkLifeBalance,8.10810810810811,8.31818181818182,17.4913568455321,8.34222628979662,11.0230791839098
BDI,Housing,NA,9.09090909090909,5.56733828207847,10.4452907208284,4.8780487804878
BDI,Income,NA,9.09090909090909,8.00636267232237,13.6710971724413,7.4390243902439
BDI,Jobs,NA,9.09090909090909,8.00636267232237,9.37002190362405,9.87804878048781
BDI,Community,NA,9.09090909090909,10.4453870625663,4.16168857029072,8.65853658536585
BDI,Education,NA,9.09090909090909,10.4453870625663,13.6710971724413,11.0975609756098
BDI,Environment,NA,9.09090909090909,10.4453870625663,6.31222620469932,11.0975609756098
BDI,CivicEngagement,NA,9.09090909090909,8.00636267232237,6.73660892074871,8.65853658536585
BDI,Health,NA,9.09090909090909,11.5323435843054,11.5205595380327,9.87804878048781
BDI,LifeSatisfaction,NA,9.09090909090909,10.4453870625663,8.36195738749502,11.0975609756098
BDI,Safety,NA,9.09090909090909,8.00636267232237,9.43722620469932,9.87804878048781
BDI,WorkLifeBalance,NA,9.09090909090909,9.09331919406151,6.31222620469932,7.4390243902439
BEL,Housing,9.09675333394919,9.13023324658649,9.24029267768241,8.97278373155877,9.85420962791937
BEL,Income,7.91655603696192,8.66819556753543,8.85216313847034,8.55985367588243,8.82101487418525
BEL,Jobs,8.99397319283652,8.89692924480091,8.79716813621888,8.84902996196942,8.3535028959289
BEL,Community,8.38209237970896,7.83513654799217,7.76044770215402,7.99696020329479,8.25898745275236
BEL,Education,9.96038594159094,10.1769174886497,10.0003583856966,10.1385327698328,9.78738816170596
BEL,Environment,9.47032293859188,9.25659163880917,9.00693060308768,9.72472166947234,9.33290152372743
BEL,CivicEngagement,7.31247658599978,6.45709893456661,6.54634925302665,6.6092074334589,6.17452469432031
BEL,Health,10.4349376802133,10.8304942927239,10.4648807988167,10.633244726552,11.1455401080838
BEL,LifeSatisfaction,10.5822698872852,10.4183743109519,10.5363541641051,10.1793110840524,9.76548399902892
BEL,Safety,8.99523042012093,9.40909936233088,9.36849025164613,8.73586289488168,8.59766696225084
BEL,WorkLifeBalance,8.85500160274137,8.92092936505281,9.42656488909545,9.6004918490445,9.90877970009688
BEN,Housing,10.8108108108108,9.09090909090909,11.1305361305361,9.15484968803176,8.11688311688312
BEN,Income,8.10810810810811,9.09090909090909,9.7034447034447,11.6243618831537,8.11688311688312
BEN,Jobs,10.8108108108108,9.09090909090909,8.79435379435379,9.18321043675553,8.11688311688312
BEN,Community,8.10810810810811,9.09090909090909,7.5990675990676,6.69845433919455,8.11688311688312
BEN,Education,8.10810810810811,9.09090909090909,8.50815850815851,9.15484968803177,8.11688311688312
BEN,Environment,5.40540540540541,9.09090909090909,9.24889924889925,10.9557572319909,8.11688311688312
BEN,CivicEngagement,8.10810810810811,9.09090909090909,8.13778813778814,5.46369824163358,8.11688311688312
BEN,Health,10.8108108108108,9.09090909090909,8.79435379435379,10.3743618831537,8.11688311688312
BEN,LifeSatisfaction,8.10810810810811,9.09090909090909,8.96270396270396,10.361245036869,8.11688311688312
BEN,Safety,10.8108108108108,9.09090909090909,8.96270396270396,10.9993618831537,8.11688311688312
BEN,WorkLifeBalance,10.8108108108108,9.09090909090909,10.1579901579902,6.02984968803176,18.8311688311688
BFA,Housing,5.88235294117647,NA,27.1818181818182,6.66666666666667,NA
BFA,Income,5.88235294117647,NA,7.18181818181818,6.66666666666667,NA
BFA,Jobs,5.88235294117647,NA,9.63636363636364,6.66666666666667,NA
BFA,Community,5.88235294117647,NA,5.18181818181818,6.66666666666667,NA
BFA,Education,29.4117647058824,NA,9.18181818181818,6.66666666666667,NA
BFA,Environment,5.88235294117647,NA,6.09090909090909,6.66666666666667,NA
BFA,CivicEngagement,5.88235294117647,NA,6.09090909090909,6.66666666666667,NA
BFA,Health,5.88235294117647,NA,7.18181818181818,6.66666666666667,NA
BFA,LifeSatisfaction,5.88235294117647,NA,10.0909090909091,6.66666666666667,NA
BFA,Safety,11.7647058823529,NA,6.09090909090909,6.66666666666667,NA
BFA,WorkLifeBalance,11.7647058823529,NA,6.09090909090909,33.3333333333333,NA
BGD,Housing,6.07985480943739,9.03172637832036,8.12981481059898,8.02896375720882,8.78291587027086
BGD,Income,9.52813067150635,8.38703278003326,9.4854154134662,13.0498720973156,9.54419406575958
BGD,Jobs,21.7785843920145,8.24332824608482,8.77404540256477,9.01972760036422,9.05529819581334
BGD,Community,11.2522686025408,6.82294664210468,7.6925616572779,7.52021707665891,14.002035274404
BGD,Education,18.3303085299456,10.1815972290599,8.98965516811646,13.7458662390505,9.18163350097758
BGD,Environment,4.3557168784029,10.087069405167,9.9151282625791,7.89721233597495,7.81753325886891
BGD,CivicEngagement,9.52813067150635,7.30238162731631,6.89831849850273,5.98633935783745,7.13251839756738
BGD,Health,6.07985480943739,12.5022339094527,9.75415876363051,9.07818353235566,7.97583656812582
BGD,LifeSatisfaction,4.3557168784029,8.88880733161889,10.3692697455964,9.00192576939251,10.2042131920676
BGD,Safety,4.3557168784029,9.52177746445338,10.6451144385183,8.64186319382448,6.54734155009294
BGD,WorkLifeBalance,4.3557168784029,9.03109898638862,9.3465178391487,8.02982904001696,9.75648012605193
BGR,Housing,9.87554112554113,9.02271663962737,8.04000009608103,8.15384656832331,8.43250473171424
BGR,Income,9.03228715728716,8.52261529856493,9.86778269911463,10.6722661332402,10.215027872138
BGR,Jobs,9.82593795093795,8.80729445403137,9.27589820571638,9.96160334437551,9.03708728207412
BGR,Community,7.78228715728716,6.29701461743763,8.57427263073644,7.30378098790461,7.90453514975918
BGR,Education,8.9033189033189,9.07344869368011,9.44309621796585,9.37777598809149,9.25684944789335
BGR,Environment,9.04220779220779,7.89107105473098,8.13197764902475,9.56560847161483,9.77817707311092
BGR,CivicEngagement,7.48466810966811,6.19383396013532,7.87062233924441,5.83843528286284,8.11517000068024
BGR,Health,9.35966810966811,9.97705768102442,9.36036626728719,10.4627004976702,9.514214680712
BGR,LifeSatisfaction,9.40927128427128,11.0286397782736,10.5994087784405,11.7280404144546,9.96722687915724
BGR,Safety,9.80609668109668,8.49344988139305,8.52482313391001,8.58001524411246,8.78173143151502
BGR,WorkLifeBalance,9.47871572871573,14.6928579411012,10.3117519824788,8.35592706734994,8.99747545124575
BHR,Housing,NA,8.21271384117799,10.3502784655244,8.81335751166453,11.6978229542915
BHR,Income,NA,7.85557098403513,8.69958541979612,10.7500580127747,10.9889130624731
BHR,Jobs,NA,9.43502094583804,9.35522168444724,9.63285174957709,8.45751796203989
BHR,Community,NA,8.91647310116826,8.75867702640284,9.79909563815659,6.05665696829792
BHR,Education,NA,12.9851005521486,10.0706615884777,9.54512462107227,11.0062381861966
BHR,Environment,NA,9.27361595831111,8.03011099065762,7.33303613098826,8.74581467389902
BHR,CivicEngagement,NA,8.32557716832703,5.69016767389772,7.42055246374087,4.71442613798855
BHR,Health,NA,10.8815318519413,10.3100506376389,9.29417882169481,7.68371820627951
BHR,LifeSatisfaction,NA,8.93347990388934,11.8117874977147,10.0291170039835,11.0939887297676
BHR,Safety,NA,8.17487343099716,9.21120550677384,8.95836483948137,9.96040884201643
BHR,WorkLifeBalance,NA,7.00604226216599,7.71225350866888,8.42426320686602,9.59449427674992
BHS,Housing,NA,12.4489324489324,8.71910527457483,9.44931981157384,12.9467754467754
BHS,Income,NA,6.81401181401181,10.8645301111761,8.02137308130152,12.0920745920746
BHS,Jobs,NA,6.74817674817675,10.9346741531984,9.12453348678751,7.85418285418285
BHS,Community,NA,8.03022803022803,7.56779289777226,8.77839383832228,6.03794353794354
BHS,Education,NA,7.07784707784708,9.06418092666803,11.4890635105304,7.81857031857032
BHS,Environment,NA,8.08170808170808,9.94373274739632,8.33770632071169,9.31429681429681
BHS,CivicEngagement,NA,10.4992904992905,6.5002547714106,6.92879759874393,5.57498057498058
BHS,Health,NA,8.48067848067848,7.56779289777226,10.0043402234815,7.39121989121989
BHS,LifeSatisfaction,NA,9.88350988350988,8.29193440622749,8.20946842860975,7.81857031857032
BHS,Safety,NA,12.5025575025575,9.95704489486739,11.0037155251824,11.1305361305361
BHS,WorkLifeBalance,NA,9.43305943305943,10.5889569189363,8.65328817475508,12.0208495208495
BIH,Housing,6.90834709401478,10.2346445824707,12.154373633289,8.82439257976636,8.83671658405122
BIH,Income,8.04204113766998,8.36438923395445,7.90585628241228,10.127176233636,9.46483325552489
BIH,Jobs,8.057285040109,11.9556590752243,8.83523985317516,9.65255143082067,11.5374980568482
BIH,Community,9.13873925087753,5.54865424430642,7.89630283086032,7.80698689665955,7.64812682594556
BIH,Education,10.3734953484385,9.57470669427191,12.7746337925691,8.76268134843679,9.61556026396723
BIH,Environment,10.4930553675681,8.68184955141477,7.71995360198627,7.5865076634149,7.17548160811778
BIH,CivicEngagement,8.02354317244615,6.46135265700483,4.20821183688697,4.40836399836193,5.83939451252567
BIH,Health,9.7484953484385,10.2889924085576,9.83835320293098,10.9605435763997,11.1557450931554
BIH,LifeSatisfaction,9.7484953484385,10.133712905452,13.0364413916245,12.3121573117384,9.29470464899397
BIH,Safety,9.73325144599948,9.3780193236715,7.43755481505028,9.45494980640515,9.82291885921357
BIH,WorkLifeBalance,9.73325144599948,9.3780193236715,8.1930787592152,10.1036891543605,9.60902029165647
BLR,Housing,10.2272727272727,8.81443738042028,9.44171037504483,9.49978666575716,9.47370472235638
BLR,Income,9.09090909090909,7.64567776273646,9.5135615336349,9.00127635775974,9.65354807941205
BLR,Jobs,9.09090909090909,8.93703611047516,8.80166551155462,7.97693942342464,8.40174274767603
BLR,Community,7.95454545454545,8.81572148733047,6.40235892093135,8.74987011641523,7.69106643187922
BLR,Education,10.2272727272727,9.80604970781693,8.92813742771287,8.92988688399527,9.86370972390061
BLR,Environment,9.09090909090909,10.793522833504,8.17643099816749,10.4866518597067,10.3868249313086
BLR,CivicEngagement,7.95454545454545,8.06261275209596,7.42387735256018,8.36784382962571,6.37101852671904
BLR,Health,9.09090909090909,11.0855728194154,10.5740268105413,9.97064701920431,10.8153601262155
BLR,LifeSatisfaction,9.09090909090909,8.74658185966621,10.882524406086,8.95612252680284,10.7384758020235
BLR,Safety,9.09090909090909,10.3663962240458,8.71790623860408,9.48819025464688,8.94849153903333
BLR,WorkLifeBalance,9.09090909090909,6.92639106249332,11.1378004251623,8.5727850626615,7.65605736947566
BLZ,Housing,NA,NA,5.25252525252525,5.99023033126294,11.7397801835188
BLZ,Income,NA,NA,5.21885521885522,17.2279373706004,8.30197479471527
BLZ,Jobs,NA,NA,5.21885521885522,10.5612707039337,7.89362633736499
BLZ,Community,NA,NA,6.02693602693603,5.99023033126294,6.37366263500565
BLZ,Education,NA,NA,5.21885521885522,9.33844461697723,10.4798332339167
BLZ,Environment,NA,NA,9.7979797979798,9.33844461697723,7.48527788001472
BLZ,CivicEngagement,NA,NA,3.73737373737374,3.64648033126294,6.16948840633051
BLZ,Health,NA,NA,5.21885521885522,9.33844461697723,11.7956227076009
BLZ,LifeSatisfaction,NA,NA,11.2794612794613,11.1241589026915,8.75569530288224
BLZ,Safety,NA,NA,38.5521885521886,5.32058747412008,10.9335537420837
BLZ,WorkLifeBalance,NA,NA,4.47811447811448,12.1237707039337,10.0714847765664
BMU,Housing,NA,NA,7.90934320074006,7.44415003637137,9.52380952380952
BMU,Income,NA,NA,9.3432007400555,7.24775536323251,4.76190476190476
BMU,Jobs,NA,NA,7.90934320074006,6.47158656380789,7.14285714285714
BMU,Community,NA,NA,7.90934320074006,6.67390043893653,9.52380952380952
BMU,Education,NA,NA,9.3586185630589,12.457017859985,9.52380952380952
BMU,Environment,NA,NA,10.0832562442183,12.0601924631596,9.52380952380952
BMU,CivicEngagement,NA,NA,7.18470551958063,5.56929118476833,9.52380952380952
BMU,Health,NA,NA,10.7924761023743,11.8126430776792,11.9047619047619
BMU,LifeSatisfaction,NA,NA,10.7924761023743,12.457017859985,7.14285714285714
BMU,Safety,NA,NA,10.0832562442183,8.86966948514663,11.9047619047619
BMU,WorkLifeBalance,NA,NA,8.63398088189948,8.93677566692803,9.52380952380952
BOL,Housing,7.41758241758242,6.07535321821036,10.3224324255684,7.56872178065395,9.70004085550304
BOL,Income,9.89010989010989,4.42700156985871,8.91391392126995,8.34874447491726,10.7722296377759
BOL,Jobs,8.60805860805861,9.34270698245853,9.63609723904151,9.89674956340402,10.0211086765709
BOL,Community,6.13553113553114,7.05699269674425,8.46217266115351,8.37753394221425,7.52877374726114
BOL,Education,9.89010989010989,8.42800263918276,10.645605696195,13.7781512708111,8.64692030658417
BOL,Environment,11.1721611721612,14.3101949810024,8.26876310136155,8.64751602942084,8.20201507176297
BOL,CivicEngagement,8.60805860805861,6.02771141901577,6.88106130538291,5.7600991067782,4.93976844817181
BOL,Health,9.89010989010989,12.5770709621641,10.0075893107791,10.0568641945749,11.7271267481352
BOL,LifeSatisfaction,11.0805860805861,13.7032739517212,9.5364933053271,9.57415152274083,11.4365839575924
BOL,Safety,8.60805860805861,8.92193934429959,9.03492001457729,9.57473927173342,8.12046963307468
BOL,WorkLifeBalance,8.6996336996337,9.1297522353423,8.29095101934364,8.4167288427513,8.90496291756796
