country,variable,15-24,25-34,35-44,45-54,55-64,<15,>65
ALB,Income,11.6038698258774,10.8579686340066,17.0406910230119,7.7962577962578,0,16.9930337287911,8.8902033586419
ALB,Jobs,9.14117385874173,11.2422798128622,9.6997867432531,7.12058212058212,10,7.92651919194188,8.8902033586419
ALB,Community,8.38617183827566,7.56899538972125,6.85962153047594,9.11295911295911,10,6.42342458539899,9.87475934319788
ALB,Education,8.55604546180444,8.81330493286594,10.4656592157819,9.75398475398475,10,8.59953794572288,9.62251136669741
ALB,Environment,7.95770622257196,7.91643627025036,6.70793268993261,9.11295911295911,10,6.94955102787882,8.11800258644113
ALB,CivicEngagement,6.79562567292704,7.13654858525715,7.64077089250766,7.72695772695773,10,4.77896315710298,9.54657401501255
ALB,Health,9.85825439250886,8.94765423602612,10.7517697298997,9.75398475398475,10,8.45293421139095,7.73190220034074
ALB,LifeSatisfaction,11.2145692161183,10.2877904178578,7.49499915688657,9.71933471933472,10,8.59953794572288,8.50410297254151
ALB,Safety,8.00913259297341,8.73185157188754,7.6571410128478,9.75398475398475,10,8.9375223297599,7.73190220034074
ALB,WorkLifeBalance,9.70524482208761,10.3676722493906,6.15605854163016,7.83090783090783,10,11.5289146035478,8.11800258644113
AND,Housing,7.49297370298981,7.14117563152713,11.7941391530743,9.17409387997623,7.28618421052632,NA,9.67741935483871
AND,Income,10.0809491997089,8.02674465394188,10.1202196677513,7.21330956625074,6.62828947368421,NA,6.45161290322581
AND,Jobs,9.04667213826719,9.2244937974492,7.81546391532112,7.21330956625074,10.0274122807018,NA,9.67741935483871
AND,Community,7.41328068229509,6.29731081246949,6.68064475449216,9.17409387997623,14.1940789473684,NA,9.67741935483871
AND,Education,8.12412820214092,8.67102674313074,7.57722567708288,7.21330956625074,9.50657894736842,NA,9.67741935483871
AND,Environment,10.9494269354093,13.8534902911634,12.8577383219366,9.17409387997623,7.94407894736842,NA,6.45161290322581
AND,CivicEngagement,5.83952993664282,7.63849702115411,8.21935451688614,7.21330956625074,10.6195175438596,NA,6.45161290322581
AND,Health,9.28463247255882,8.44180153119,9.85949465702628,11.1348781937017,8.60197368421053,NA,9.67741935483871
AND,LifeSatisfaction,10.6219190000731,13.4084813741059,9.27469933538885,16.1021984551396,9.96162280701754,NA,9.67741935483871
AND,Safety,10.022644678313,9.15830219258462,7.9708772947247,7.21330956625074,7.28618421052632,NA,12.9032258064516
AND,WorkLifeBalance,11.1238430516011,8.13867595128351,7.8301427063157,9.17409387997623,7.94407894736842,NA,9.67741935483871
ANT,Housing,8.82810664787409,11.3903037162799,4.7510162601626,7.5,4.48717948717949,NA,7.77126099706745
ANT,Income,7.11034766267324,6.12714582154311,15.8204346466542,7.5,9.61538461538462,NA,10.9970674486804
ANT,Jobs,7.11034766267324,6.12714582154311,8.12812695434647,7.5,3.84615384615385,NA,9.3841642228739
ANT,Community,8.82810664787409,10.711186568572,7.8994684177611,7.5,11.5384615384615,NA,7.77126099706745
ANT,Education,8.82810664787409,7.20241463874741,7.8994684177611,10,8.97435897435897,NA,10.9970674486804
ANT,Environment,6.99729856706601,22.4297302395774,11.0244684177611,12.5,7.05128205128205,NA,4.54545454545455
ANT,CivicEngagement,8.05731735964294,6.12714582154311,6.04479362101313,7.5,11.5384615384615,NA,7.77126099706745
ANT,Health,11.4928353300446,8.27768345595171,10.7958098811757,12.5,16.025641025641,NA,10.9970674486804
ANT,LifeSatisfaction,11.4928353300446,8.27768345595171,9.75414321450907,7.5,12.8205128205128,NA,9.3841642228739
ANT,Safety,11.4928353300446,5.0518770043388,7.0864602876798,12.5,8.33333333333333,NA,12.6099706744868
ANT,WorkLifeBalance,9.7618628141884,8.27768345595171,10.7958098811757,7.5,5.76923076923077,NA,7.77126099706745
ARE,Housing,8.83565409763718,9.65103882302972,8.89210664755543,9.51574226953734,6.37596899224806,9.09090909090909,9.09090909090909
ARE,Income,8.63071717277544,10.8910192738623,11.9342447810908,8.78044815189028,8.4593023255814,9.09090909090909,9.09090909090909
ARE,Jobs,7.89602427767233,9.60706452727095,9.03859824003129,8.05042495981775,15.5426356589147,9.09090909090909,9.09090909090909
ARE,Community,8.40082919686801,7.53241424379473,7.5294395663587,10.2306115505831,6.13372093023256,9.09090909090909,9.09090909090909
ARE,Education,9.01906498828491,9.32150640475651,9.29839138509355,8.33289009641002,7.7422480620155,9.09090909090909,9.09090909090909
ARE,Environment,8.69187239087173,8.23813793739938,8.58586623618351,6.88735758232912,6.96705426356589,9.09090909090909,9.09090909090909
ARE,CivicEngagement,6.4473795477776,5.42251335954261,6.33628433798932,6.22444456766089,6.90891472868217,9.09090909090909,9.09090909090909
ARE,Health,9.77478394253328,9.70887014125734,9.72697269692138,9.94291313788468,8.51744186046512,9.09090909090909,9.09090909090909
ARE,LifeSatisfaction,9.20697105854392,10.3129832968654,10.4432038068938,10.6011387937384,8.51744186046512,9.09090909090909,9.09090909090909
ARE,Safety,15.0136481810105,10.4955761486995,9.98743119834666,10.4430486759709,15.5426356589147,9.09090909090909,9.09090909090909
ARE,WorkLifeBalance,8.08305514602507,8.81887584352154,8.22746110353552,10.9909802141776,9.29263565891473,9.09090909090909,9.09090909090909
ARG,Housing,9.04243191287671,9.11096631247248,9.2787496925628,9.14636425083171,9.2328656604435,8.2468161683278,9.41767667896777
ARG,Income,8.65448221072794,8.65768677911266,8.52436204284556,8.92947282019118,8.57689244188876,8.3191759790597,8.16617728888143
ARG,Jobs,9.40355162554347,9.47368349430447,9.21585848224972,9.56707027722808,9.45307197277328,9.02242944394107,8.22088531673523
ARG,Community,7.98655325580144,7.65487579023529,7.74072283999124,7.84207192430066,7.32494224042868,9.04046696197859,7.63584504179726
ARG,Education,10.5574495046205,10.3828411356849,10.514416046605,10.3241849263045,10.9539518863859,10.1856396187792,11.10260931397
ARG,Environment,8.92014141484496,8.89227139165073,8.73292492438082,8.78730591004504,9.07244470485929,9.1035982751099,8.77987468873389
ARG,CivicEngagement,6.66277759278465,6.78173787393893,7.5695448047509,7.64589117206417,7.50861458616016,9.04088643914225,8.33539076680936
ARG,Health,10.9697585649278,10.4010724586841,10.3465342007439,10.0490646134507,10.7270674533184,10.5824650156045,10.4863889966627
ARG,LifeSatisfaction,9.43571191346954,9.70024580120361,9.03164360126546,8.8491195270482,9.4220684083043,10.1856396187792,8.45132850938734
ARG,Safety,9.54412094974083,9.46101271455406,9.58913848419548,10.4414289379141,9.59615415517412,8.39562569213732,9.99422172817965
ARG,WorkLifeBalance,8.82302105466215,9.48360624815877,9.4561048804091,8.41802564062163,8.13192649026355,7.87725678714051,9.40960166987538
ARM,Housing,8.10675000235193,9.06080706132862,9.36733261896661,9.43114985692359,9.86460348162476,4.16666666666667,11.0981610981611
ARM,Income,9.19768520074934,6.88115249026752,7.42288817452216,6.88461186188061,9.86460348162476,4.16666666666667,8.35599585599586
ARM,Jobs,8.97377428331683,8.41661179966296,5.20260845424244,10.5013919072321,7.73694390715667,4.16666666666667,7.39445739445739
ARM,Community,8.72215663011932,9.05552960920827,6.0573093089433,12.6136631723273,7.73694390715667,4.16666666666667,5.47138047138047
ARM,Education,10.7924110169074,10.1733851023473,9.48323523486922,7.95379922674904,9.86460348162476,20.8333333333333,9.31753431753432
ARM,Environment,8.26576915324954,9.44181028158843,10.4811776217005,6.54447580745885,9.86460348162476,20.8333333333333,13.021238021238
ARM,CivicEngagement,6.54324594147481,6.38758230493956,10.2982269485537,9.14025095962498,7.73694390715667,0,7.39445739445739
ARM,Health,10.0526452128613,10.9251370103158,12.5696549879556,9.87721241087214,9.86460348162476,20.8333333333333,13.021238021238
ARM,LifeSatisfaction,9.80309861296085,10.5805420831662,10.6524055707062,8.59930834839036,7.73694390715667,20.8333333333333,12.0596995596996
ARM,Safety,10.6227197196288,10.9440006075803,10.5747054930061,9.37446051451997,9.86460348162476,0,7.39445739445739
ARM,WorkLifeBalance,8.9197442263798,8.13344164959496,7.89045558653402,9.0796759340211,9.86460348162476,0,5.47138047138047
ATG,Housing,6.51515151515152,7.4222135269481,7.06466868590254,NA,6.2012987012987,16.6666666666667,12.6785092302334
ATG,Income,8.03030303030303,7.01570946190745,5.43865242573994,NA,5.66558441558442,21.6666666666667,12.6785092302334
ATG,Jobs,8.03030303030303,9.09904279524079,12.6202242414581,NA,6.8262987012987,5,10.6583072100313
ATG,Community,11.0606060606061,7.29358687303451,6.25166055582124,NA,32.0941558441558,5,6.33925461511668
ATG,Education,11.0606060606061,13.5414447560251,7.06466868590254,NA,8.96915584415584,5,11.529083942877
ATG,Environment,12.5757575757576,9.08888019361477,15.6118816090122,NA,6.8262987012987,5,5.18982932776036
ATG,CivicEngagement,5.03030303030303,7.71628135733229,6.25166055582124,NA,4.41558441558442,5,5.18982932776036
ATG,Health,9.54545454545455,8.19835731779778,7.06466868590254,NA,6.29058441558442,5,11.529083942877
ATG,LifeSatisfaction,11.0606060606061,13.269894062577,7.06466868590254,NA,8.34415584415584,5,7.48867990247301
ATG,Safety,9.54545454545455,8.88054686028144,7.06466868590254,NA,6.29058441558442,5,5.18982932776036
ATG,WorkLifeBalance,7.54545454545455,8.47404279524079,18.5025771826346,NA,8.0762987012987,21.6666666666667,11.529083942877
AUS,Housing,9.01195423314953,9.04509081194804,8.90819339814844,8.97099848227117,9.18884091939112,9.52572544276711,9.46720168418907
AUS,Income,8.86608361144796,8.98335239445419,8.92525819955966,8.93557183676223,7.73147224095664,8.3361754279104,9.12866521005343
AUS,Jobs,8.36985781863854,8.9494894893884,8.96427012886043,8.78628185134552,8.38008859645649,8.13744196534269,8.42190364126945
AUS,Community,7.1118015047781,7.83732724073103,8.20711506976237,8.12411533062084,8.57651187361231,7.39415332499655,8.1623672419479
AUS,Education,9.89815636735554,9.40950357807588,9.85719550782059,9.72860442608051,9.92066252490256,10.0501888891413,9.59506214575917
AUS,Environment,7.8796000152064,9.03538076177086,9.16248292867532,9.46342783238776,9.88053083762934,8.05382122641956,8.57594115874571
AUS,CivicEngagement,6.25442007807697,6.53272065151849,6.79611292237881,7.10245562968424,7.61804485032446,6.28011488396417,7.54852188667199
AUS,Health,10.3546881505177,10.2211073478794,10.0933243224721,10.3285196886935,10.3710341866339,9.78186599114039,11.4802805630572
AUS,LifeSatisfaction,9.8311071912412,10.9070500003432,10.1709446693469,10.7081662919284,10.6650576847167,9.26190261029611,10.4136763805236
AUS,Safety,9.32026651998958,9.08432880123028,9.00098051944022,8.75419844226461,8.84339407800349,9.70073908444216,9.22526852672517
AUS,WorkLifeBalance,13.1020645095985,9.99464892266023,9.91412233353518,9.09766018796123,8.82436220737294,13.4778711535796,7.98111156105733
AUT,Housing,8.83003301580741,8.86162271317478,9.22600131110834,9.32158332549771,9.13677549699547,9.45713657879427,8.99837042620275
AUT,Income,8.49404056757116,8.48941737275747,8.50897735354289,8.18202257479076,7.58493010657852,8.23982065920747,7.8740007961191
AUT,Jobs,8.84005978604281,8.70585657800443,8.69015204784485,8.79617326837332,8.24272221502387,8.53020912423962,7.78175443786178
AUT,Community,8.53707414883655,7.95561718803444,7.5199980732792,7.72044075891339,8.04548509120377,8.51198664307509,7.33979122045755
AUT,Education,10.1170901821244,9.41661740614913,9.6493124352996,9.42000487527,10.2430289191137,9.48799116471798,12.4268737471206
AUT,Environment,9.02047699031395,9.98286552769066,10.0196373958253,9.90319285507693,9.9920953120831,8.66159521456716,9.51830208876327
AUT,CivicEngagement,6.68714466782694,6.78949143094517,6.7762029958654,6.96888947849546,7.20111190788069,6.69152912809944,6.76696443650905
AUT,Health,10.7493714781922,10.4361832094082,10.375601602299,10.7002529889562,10.9057505068137,12.2807829565902,10.705823349161
AUT,LifeSatisfaction,10.3991866214552,10.4951317281651,10.165693892361,10.2511874072374,10.122306007143,9.85736072556804,9.89377105003047
AUT,Safety,9.73382315776385,9.4056305975802,9.67852195716929,9.57724229906905,9.40955295762532,9.79449297500657,9.09565470683349
AUT,WorkLifeBalance,8.59169938406561,9.4615662480904,9.38990093540512,9.15901016831983,9.11624147953885,8.48709483013417,9.59869374094096
AZE,Housing,9.07367255176407,9.01734103620118,11.020996315114,9.28787878787879,8.33333333333333,5.55555555555556,12.3456790123457
AZE,Income,8.83891856557692,9.00479333429084,9.29439311792253,9.28787878787879,8.33333333333333,5.55555555555556,3.45679012345679
AZE,Jobs,8.73946740378626,9.25733612365249,9.83806513218278,9.06060606060606,8.33333333333333,5.55555555555556,7.16049382716049
AZE,Community,7.36169407977532,8.5043587996138,6.71168644430676,7.01515151515152,8.33333333333333,5.55555555555556,7.16049382716049
AZE,Education,9.74094781678994,9.72410245635331,7.81138118036514,9.06060606060606,8.33333333333333,8.33333333333333,5.92592592592593
AZE,Environment,8.01426962065771,8.78941815505131,6.33755197926321,15.2272727272727,16.6666666666667,5.55555555555556,5.92592592592593
AZE,CivicEngagement,6.82209030541208,7.12702972741608,6.82659474103324,7.01515151515152,8.33333333333333,5.55555555555556,3.45679012345679
AZE,Health,8.18318925998057,10.4898863375437,8.22931978012192,7.62121212121212,8.33333333333333,22.2222222222222,3.45679012345679
AZE,LifeSatisfaction,9.18549641771326,9.23874368453505,7.85506122404518,10.9545454545455,8.33333333333333,5.55555555555556,7.16049382716049
AZE,Safety,14.1318258084871,10.2772479569778,8.46558910730034,8.45454545454546,8.33333333333333,22.2222222222222,3.45679012345679
AZE,WorkLifeBalance,9.90842817005678,8.56974238836441,17.6093609783449,7.01515151515152,8.33333333333333,8.33333333333333,40.4938271604938
BDI,Housing,15.625,8.69565217391304,4.54545454545455,NA,9.75609756097561,5.84914182475158,6.45161290322581
BDI,Income,15.625,8.69565217391304,9.54545454545455,NA,4.8780487804878,8.28816621499548,16.1290322580645
BDI,Jobs,15.625,8.69565217391304,9.54545454545455,NA,9.75609756097561,8.28816621499548,3.2258064516129
BDI,Community,0,8.69565217391304,9.54545454545455,NA,7.31707317073171,10.7271906052394,3.2258064516129
BDI,Education,15.625,8.69565217391304,9.54545454545455,NA,12.1951219512195,10.7271906052394,16.1290322580645
BDI,Environment,0,8.69565217391304,9.54545454545455,NA,12.1951219512195,10.7271906052394,9.67741935483871
BDI,CivicEngagement,3.125,8.69565217391304,9.54545454545455,NA,7.31707317073171,7.36224028906956,9.67741935483871
BDI,Health,15.625,10.8695652173913,9.54545454545455,NA,9.75609756097561,10.7271906052394,9.67741935483871
BDI,LifeSatisfaction,9.375,8.69565217391304,9.54545454545455,NA,12.1951219512195,10.7271906052394,6.45161290322581
BDI,Safety,9.375,8.69565217391304,9.54545454545455,NA,9.75609756097561,8.28816621499548,9.67741935483871
BDI,WorkLifeBalance,0,10.8695652173913,9.54545454545455,NA,4.8780487804878,8.28816621499548,9.67741935483871
BEL,Housing,8.99349122637521,9.1165548738014,9.2010194207631,9.52011698103745,9.4819428011332,11.0901350882663,10.1321514051252
BEL,Income,9.12444809606515,8.66178833103263,8.44628754417371,8.73684538691413,8.12116313146406,9.90410108869411,8.44436986694854
BEL,Jobs,8.97113933829446,8.93812435142889,8.55426844990974,8.82065656808334,8.43109851415069,8.29692780793279,8.12245945258603
BEL,Community,8.38113295047927,7.9010418127093,7.90985142685361,7.39034590667003,7.73389567661965,7.50000647529717,7.25791872030498
BEL,Education,10.5241447616011,10.0355913371238,9.8869561236265,9.93313877609354,9.29975172623724,10.8460536606301,9.08327093281249
BEL,Environment,8.81384120001141,9.44414300744869,9.3343728957835,9.23105032223658,9.74451805742646,9.16331074968949,9.4874291783202
BEL,CivicEngagement,6.30125677936303,6.43611610582445,6.35526892186008,6.88368812055102,7.33306553644618,5.35668571486678,6.88299744461734
BEL,Health,10.2564453813706,10.4010356241817,11.0706679247184,10.9709532438676,10.9126101435112,11.9477926869953,11.3299527598302
BEL,LifeSatisfaction,10.273790811349,10.6677524637697,10.5736870691311,9.93140966131502,9.75786234610236,9.00904398931808,10.4388470213781
BEL,Safety,9.06680994218789,8.73407002014916,8.72860542275847,9.50895192145018,10.7220665656003,9.574182299473,10.7555213571314
BEL,WorkLifeBalance,9.29349951290301,9.66378207253027,9.93901480042175,9.07284311178112,8.46202550130864,7.31176043883685,8.06508186094545
BEN,Housing,9.16138125440451,9.15915915915916,11.1344905094905,NA,9.90853658536585,NA,9.09090909090909
BEN,Income,9.91895701198027,9.49282615949283,9.10651848151848,NA,12.3475609756098,NA,9.09090909090909
BEN,Jobs,8.3861874559549,10.3937270603937,8.53833666333666,NA,8.6280487804878,NA,9.09090909090909
BEN,Community,8.3861874559549,8.25825825825826,6.72015484515484,NA,6.15853658536585,NA,9.09090909090909
BEN,Education,9.16138125440451,8.25825825825826,8.48151848151848,NA,8.65853658536585,NA,9.09090909090909
BEN,Environment,9.17899929527836,8.59192525859192,8.4247002997003,NA,12.3475609756098,NA,9.09090909090909
BEN,CivicEngagement,7.62861169837914,7.64097430764097,8.4247002997003,NA,3.6890243902439,NA,9.09090909090909
BEN,Health,9.16138125440451,10.3937270603937,7.28833666333666,NA,12.3475609756098,NA,9.09090909090909
BEN,LifeSatisfaction,9.93657505285412,8.25825825825826,9.0497002997003,NA,9.90853658536585,NA,9.09090909090909
BEN,Safety,9.16138125440451,9.15915915915916,9.0497002997003,NA,12.3475609756098,NA,9.09090909090909
BEN,WorkLifeBalance,9.91895701198027,10.3937270603937,13.7818431568432,NA,3.65853658536585,NA,9.09090909090909
BFA,Housing,6.66666666666667,38.9393939393939,5.88235294117647,10,NA,9.09090909090909,NA
BFA,Income,6.66666666666667,5.60606060606061,5.88235294117647,10,NA,9.09090909090909,NA
BFA,Jobs,6.66666666666667,8.03030303030303,5.88235294117647,15,NA,9.09090909090909,NA
BFA,Community,6.66666666666667,3.93939393939394,5.88235294117647,5,NA,9.09090909090909,NA
BFA,Education,6.66666666666667,7.27272727272727,29.4117647058824,15,NA,9.09090909090909,NA
BFA,Environment,6.66666666666667,5.45454545454545,5.88235294117647,5,NA,9.09090909090909,NA
BFA,CivicEngagement,6.66666666666667,5.45454545454545,5.88235294117647,5,NA,9.09090909090909,NA
BFA,Health,6.66666666666667,5.60606060606061,5.88235294117647,10,NA,9.09090909090909,NA
BFA,LifeSatisfaction,6.66666666666667,8.78787878787879,5.88235294117647,15,NA,9.09090909090909,NA
BFA,Safety,6.66666666666667,5.45454545454545,11.7647058823529,5,NA,9.09090909090909,NA
BFA,WorkLifeBalance,33.3333333333333,5.45454545454545,11.7647058823529,5,NA,9.09090909090909,NA
BGD,Housing,9.38698884489995,7.78586755160926,8.78278988956128,8.11087446998872,9.40438871473354,9.74482314920103,4.5679012345679
BGD,Income,9.41019388562603,9.03948965661733,10.5569184698268,8.72063056754969,8.5423197492163,9.74482314920103,40.1234567901235
BGD,Jobs,9.25804482733404,8.98620092488452,8.13250042674755,12.1545201696036,9.40438871473354,9.74482314920103,6.79012345679012
BGD,Community,7.43964494274333,10.2665284073798,9.36644227935066,6.89136227486677,9.40438871473354,9.74482314920103,4.5679012345679
BGD,Education,14.0432502261009,9.71331569000672,9.32297661722374,13.9837884622865,9.40438871473354,7.57234125321683,11.7283950617284
BGD,Environment,7.53370837031549,9.3137002032366,9.1373998186393,8.72063056754969,8.5423197492163,10.0723412532168,6.17283950617284
BGD,CivicEngagement,7.05234907210727,6.4388569674916,8.34374902498851,8.11087446998872,7.68025078369906,7.16417798791071,3.45679012345679
BGD,Health,8.98759013277512,10.0278124558237,8.25923245974172,6.89136227486677,9.40438871473354,11.3223412532168,10.6172839506173
BGD,LifeSatisfaction,8.1036581750519,10.4598189837859,10.6079880539334,8.72063056754969,9.40438871473354,10.1529864145072,4.5679012345679
BGD,Safety,8.89617916127012,9.01809954075457,8.83394510341988,7.50111837242774,9.40438871473354,7.57234125321683,6.17283950617284
BGD,WorkLifeBalance,9.88839236177589,8.95030961841006,8.65605785656711,10.1942078033221,9.40438871473354,7.16417798791071,1.23456790123457
BGR,Housing,8.13912651588339,8.16997276269443,8.06508400238748,10.5623310263984,8.58870967741935,7.63870534337694,8.03571428571428
BGR,Income,9.37570149949463,10.2712997299834,10.6120790245538,9.74737092700839,8.58870967741935,11.4314898022114,4.46428571428571
BGR,Jobs,9.50621723208138,9.02601817768671,9.68413542325063,9.75141018515995,6.9758064516129,12.8290053301617,6.84523809523809
BGR,Community,7.90202142004435,8.04576386817423,7.60648000776342,6.31531485460321,8.2258064516129,8.17062023699396,4.46428571428571
BGR,Education,10.7027037271773,8.56948422100016,8.08801824191457,10.3055295616139,12.7016129032258,8.70253513061099,8.03571428571428
BGR,Environment,8.58677884905537,8.33101318650103,9.294689274083,10.2171333466825,9.83870967741936,9.40129289458614,14.2857142857143
BGR,CivicEngagement,6.32334362721295,8.51408701263788,5.43728270556525,7.09404504565143,5.36290322580645,6.55174882163781,5.6547619047619
BGR,Health,10.1858272399887,9.92598984904035,8.9590989620035,9.68251089974205,9.83870967741936,7.61557860887186,13.9880952380952
BGR,LifeSatisfaction,10.7527284822083,10.4853822661841,12.2731870135786,9.29118278414659,13.0645161290323,9.25757675873309,15.1785714285714
BGR,Safety,7.93872680259373,9.62680131202931,7.61449498156079,8.20535436794281,8.2258064516129,8.70253513061099,12.202380952381
BGR,WorkLifeBalance,10.58682460426,9.03418761406835,12.3654503633389,8.82781700105068,8.58870967741935,9.69891194220519,6.84523809523809
BHR,Housing,10.7980776181033,8.54852623436256,7.7951812295013,10.3037464327787,9.60307966886914,4.16666666666667,26.3157894736842
BHR,Income,7.9528335837721,10.6842809018887,8.26235294667302,7.45881358784585,12.0993772309562,16.6666666666667,26.3157894736842
BHR,Jobs,10.3579789506103,9.27934453682397,8.15750007008101,7.3050963373544,8.84550391129338,4.16666666666667,5.26315789473684
BHR,Community,8.52573241868996,9.48072998738244,9.4562881357516,7.58868371771598,9.80244171033645,4.16666666666667,5.26315789473684
BHR,Education,11.0944994727415,9.90934294593728,11.0005583120754,6.98448504900118,13.7498101313891,4.16666666666667,5.26315789473684
BHR,Environment,8.09495521457445,8.51716695672182,8.72012212784646,6.66702473154086,8.70816561606035,4.16666666666667,5.26315789473684
BHR,CivicEngagement,6.19557920921805,6.5540760915587,7.64858342911072,5.57127460353267,4.78500544290018,4.16666666666667,5.26315789473684
BHR,Health,9.74795648424652,10.6210260231513,9.73793204944916,9.39336649014068,8.9095845674793,12.5,5.26315789473684
