country,variable,f,m
ARM,CivicEngagement,6.44219149985533,7.81146691136907
ARM,Health,9.88584603106135,11.7460459646021
ARM,LifeSatisfaction,11.1084879853628,9.66282422316828
ARM,Safety,10.5121695029919,10.0240245157717
ARM,WorkLifeBalance,9.09348780810183,7.63712479887441
ATG,Housing,7.0279691623966,10.8471094769517
ATG,Income,8.66708761969688,9.24045055321956
ATG,Jobs,9.40400222024784,8.26129195210974
ATG,Community,15.265456519836,8.23467561451779
ATG,Education,11.2708823436281,9.00533957115736
ATG,Environment,7.50167170506466,10.7640816858894
ATG,CivicEngagement,5.13185049834506,6.8771940039874
ATG,Health,8.14335033909071,7.73864386848605
ATG,LifeSatisfaction,9.63419461068364,9.20012276898934
ATG,Safety,7.35474792177724,7.04419942404161
ATG,WorkLifeBalance,10.5987870592333,12.78689108065
AUS,Housing,9.19172106736215,8.95450443963798
AUS,Income,8.6295008452392,8.951225466967
AUS,Jobs,8.40322084558535,8.67615698440011
AUS,Community,7.53231291536721,7.55857216848208
AUS,Education,9.89294656542025,9.73854092657007
AUS,Environment,8.39944120682612,8.51269194009892
AUS,CivicEngagement,6.41439016543638,6.59774015397384
AUS,Health,10.3535124012639,10.1620165349056
AUS,LifeSatisfaction,10.0297172394062,10.164494478091
AUS,Safety,9.40280950907173,9.04412536289513
AUS,WorkLifeBalance,11.7504272390215,11.6399315439784
AUT,Housing,9.02172681288452,9.04873219714895
AUT,Income,7.94630477971778,8.60817349851985
AUT,Jobs,8.72315307236379,8.66435916433099
AUT,Community,8.40609975568112,7.80744188905493
AUT,Education,10.101436244668,9.56297685977765
AUT,Environment,9.4718480543535,9.72870621947133
AUT,CivicEngagement,6.9166092270278,6.73700134416041
AUT,Health,10.6250572757259,10.7463101031738
AUT,LifeSatisfaction,10.4231363807537,10.2287774331106
AUT,Safety,9.23321904154778,9.77716196021709
AUT,WorkLifeBalance,9.13140935527608,9.0903593310344
AZE,Housing,11.3890823186611,8.45878554590442
AZE,Income,8.84268994641747,8.57184062672783
AZE,Jobs,8.61639960651501,9.03631033914865
AZE,Community,7.37530813490799,7.68439071608818
AZE,Education,9.08102387343516,9.25011354800673
AZE,Environment,7.1289585467422,9.00879069169989
AZE,CivicEngagement,6.94922180614626,6.71745162127102
AZE,Health,8.72966574058259,9.59781025445587
AZE,LifeSatisfaction,9.0070671569618,8.85801025552407
AZE,Safety,9.95003723036666,12.0224720209
AZE,WorkLifeBalance,12.9305456392638,10.7940243802734
BDI,Housing,7.85543608124253,7.60111386934027
BDI,Income,12.6941457586619,9.26778053600694
BDI,Jobs,6.24253285543608,10.0807886660882
BDI,Community,6.24253285543608,7.88312606446223
BDI,Education,12.6941457586619,11.3003008612102
BDI,Environment,9.46833930704898,8.69613419454353
BDI,CivicEngagement,8.54241338112306,7.59095126771426
BDI,Health,9.46833930704898,11.2561156367493
BDI,LifeSatisfaction,7.85543608124253,10.2586341945435
BDI,Safety,9.46833930704898,9.03912199942158
BDI,WorkLifeBalance,9.46833930704898,7.02593270991999
BEL,Housing,8.88373139665782,9.45744862657092
BEL,Income,8.57708102949481,8.79422384387862
BEL,Jobs,8.9690689507764,8.66822588927424
BEL,Community,8.22587453162711,7.7218410995594
BEL,Education,9.99070409951055,10.0631617293385
BEL,Environment,9.11113239988133,9.33302011438735
BEL,CivicEngagement,6.44514759205657,6.56870204260729
BEL,Health,10.596448062156,10.7089792743255
BEL,LifeSatisfaction,10.4922694429627,10.2657678505395
BEL,Safety,9.10610766759962,9.18464354469013
BEL,WorkLifeBalance,9.60243482727713,9.23398598482849
BEN,Housing,8.3982683982684,10.802027943619
BEN,Income,9.59355459355459,10.0599601893561
BEN,Jobs,9.13900913900914,8.89313139490394
BEN,Community,8.3982683982684,7.02882459919471
BEN,Education,8.3982683982684,8.82520409179513
BEN,Environment,8.68446368446368,9.67191093502778
BEN,CivicEngagement,7.57335257335257,7.26371927768695
BEN,Health,9.13900913900914,9.48870711810303
BEN,LifeSatisfaction,8.3982683982684,9.71249267530464
BEN,Safety,8.3982683982684,10.3693889362849
BEN,WorkLifeBalance,13.8792688792689,7.88463283872388
BFA,Housing,9.54545454545455,25.873440285205
BFA,Income,9.54545454545455,5.87344028520499
BFA,Jobs,12.0454545454545,7.32798573975044
BFA,Community,7.04545454545455,4.87344028520499
BFA,Education,12.0454545454545,11.5793226381462
BFA,Environment,7.04545454545455,5.7825311942959
BFA,CivicEngagement,7.04545454545455,5.7825311942959
BFA,Health,9.54545454545455,5.87344028520499
BFA,LifeSatisfaction,12.0454545454545,7.7825311942959
BFA,Safety,7.04545454545455,6.9590017825312
BFA,WorkLifeBalance,7.04545454545455,12.2923351158645
BGD,Housing,9.24958775147215,8.04117135415397
BGD,Income,10.4049838274671,10.3788720367391
BGD,Jobs,9.77089907752873,8.90076869921814
BGD,Community,9.02518927779941,9.0313744109675
BGD,Education,10.5621437320072,11.0649644069486
BGD,Environment,7.87323222484125,9.01645832866413
BGD,CivicEngagement,8.4067401469681,6.22807874146222
BGD,Health,10.1395024638126,9.33261635327186
BGD,LifeSatisfaction,9.07318127825321,9.65194025251901
BGD,Safety,8.17790084703855,8.92696249325033
BGD,WorkLifeBalance,7.31663937281173,9.42679292280517
BGR,Housing,8.093361478643,8.60554198134974
BGR,Income,9.95179909968864,9.96290986245923
BGR,Jobs,9.78323090057581,8.9901294276389
BGR,Community,7.69641517984529,7.76948458407731
BGR,Education,9.3315827198752,9.3069327122464
BGR,Environment,8.40505063049393,9.32984570976736
BGR,CivicEngagement,7.99414909780105,6.11869453335467
BGR,Health,9.70351211190126,9.9013099915446
BGR,LifeSatisfaction,10.0687882833075,11.6195072488066
BGR,Safety,9.21926290143725,8.02678022994968
BGR,WorkLifeBalance,9.75284759643113,10.3688637188055
BHR,Housing,9.91962652776475,9.94177811046185
BHR,Income,9.53271008551179,9.10620453562528
BHR,Jobs,8.52497543877915,9.98733742635576
BHR,Community,8.49199367906226,8.9429519518924
BHR,Education,10.1189170797758,10.4955951317202
BHR,Environment,7.80283616079206,8.27596242458892
BHR,CivicEngagement,5.89980655751336,6.50505237568349
BHR,Health,9.78553949636447,9.96371186129582
BHR,LifeSatisfaction,12.5841331850002,9.85152413708372
BHR,Safety,9.08985777920689,9.15689989231694
BHR,WorkLifeBalance,8.24960401022928,7.77298215297559
BHS,Housing,12.5276104720119,8.01189774372914
BHS,Income,10.7104843338073,7.6691513428432
BHS,Jobs,9.11222888815768,8.78906502089642
BHS,Community,7.98122347954649,7.68601642220828
BHS,Education,8.92260702051724,9.98168949913136
BHS,Environment,7.12326835843348,10.8775609887528
BHS,CivicEngagement,6.21084967976093,8.32668712101852
BHS,Health,8.33643400142368,8.9588835744359
BHS,LifeSatisfaction,8.4311403216202,8.48765341570574
BHS,Safety,12.3826753515866,9.47325695944882
BHS,WorkLifeBalance,8.26147809313444,11.7381379118298
BIH,Housing,9.9462491934379,8.94117876597535
BIH,Income,8.81983259021288,9.52071267837963
BIH,Jobs,9.72075963385162,10.63023271106
BIH,Community,7.39430859727233,7.98184046895832
BIH,Education,10.981374898697,8.88352162711438
BIH,Environment,8.56346130498002,6.96401887004708
BIH,CivicEngagement,5.68924363911461,4.77994651076064
BIH,Health,10.438103876843,10.8428545144392
BIH,LifeSatisfaction,10.3742758959151,12.1382678509673
BIH,Safety,9.07779984347279,9.26809616866205
BIH,WorkLifeBalance,8.99459052620271,10.049329833636
BLR,Housing,8.98041390705432,9.59997258991488
BLR,Income,9.48560353532671,8.71543025014278
BLR,Jobs,7.80277445190095,8.91176063625069
BLR,Community,8.3279744372006,7.71887536774955
BLR,Education,9.72688000936113,9.13203962746639
BLR,Environment,10.2729053027203,9.8135910110765
BLR,CivicEngagement,7.2507322492773,7.77810267635757
BLR,Health,10.1637649868721,10.7709628756809
BLR,LifeSatisfaction,9.67734783734563,9.89133436575047
BLR,Safety,9.67436832165452,9.13066867614701
BLR,WorkLifeBalance,8.63723496128645,8.53726192346321
BLZ,Housing,10.1169510314247,6.01547710992988
BLZ,Income,7.05485669301459,13.7503218087926
BLZ,Jobs,8.10748827196196,8.15645207699181
BLZ,Community,6.06926772058351,6.19834022382748
BLZ,Education,10.607488271962,6.98203928338861
BLZ,Environment,10.7712309620204,7.13877909530083
BLZ,CivicEngagement,5.16502795450164,4.1084760649978
BLZ,Health,11.6601198509093,6.98203928338861
BLZ,LifeSatisfaction,12.0360597005334,8.86291702633532
BLZ,Safety,8.44583413662361,23.0739933063771
BLZ,WorkLifeBalance,9.96567540646488,8.73116472066997
BMU,Housing,6.99539929853645,8.9860858882598
BMU,Income,7.36605878865897,8.02042160737813
BMU,Jobs,6.59857390171105,7.52724067941459
BMU,Community,8.54847104616208,5.50110387066909
BMU,Education,11.613010205154,10.665927785493
BMU,Environment,11.2161848083286,11.2094060463626
BMU,CivicEngagement,6.25230462217585,6.74496136452658
BMU,Health,11.2150202437011,11.9669818039383
BMU,LifeSatisfaction,11.5707947374066,11.2094060463626
BMU,Safety,9.32338812804196,9.85805469501122
BMU,WorkLifeBalance,9.30079422012327,8.31041021258413
BOL,Housing,7.43316863255304,9.2167973685031
BOL,Income,8.47491610077109,8.36706974050017
BOL,Jobs,8.84995311098624,10.1178857889168
BOL,Community,7.90235218629913,8.08143015089471
BOL,Education,8.97859293901047,12.1328845462561
BOL,Environment,9.77566316063312,9.10555962669351
BOL,CivicEngagement,7.16961341658005,5.70252460343209
BOL,Health,11.2251532130644,10.299567589177
BOL,LifeSatisfaction,11.4349874254561,9.94596607870867
BOL,Safety,9.61098101129624,8.78015972786942
BOL,WorkLifeBalance,9.14461880335014,8.25015477904836
BRA,Housing,8.85100497379751,9.02360052824418
BRA,Income,8.52715559644951,8.64028146813246
BRA,Jobs,8.76258525891266,8.93334840653236
BRA,Community,7.63809034582117,7.38632892335693
BRA,Education,10.6033432431043,10.7829012373239
BRA,Environment,8.85715355699619,8.72673760041184
BRA,CivicEngagement,6.52348506666771,6.54849361480521
BRA,Health,10.558535952749,10.3846013135765
BRA,LifeSatisfaction,10.2245122456406,10.3034290507964
BRA,Safety,10.1498765917666,10.0891403121874
BRA,WorkLifeBalance,9.30425716809476,9.18113754463283
BRB,Housing,11.6106944402122,7.7723936722456
BRB,Income,7.68795619018984,6.46843447354956
BRB,Jobs,8.61808162031527,9.68290146510634
BRB,Community,10.26885911939,16.3624963799954
BRB,Education,7.63564002309204,9.4413579371178
BRB,Environment,9.20121222910295,8.83909978337223
BRB,CivicEngagement,7.89394398263439,6.81859706627509
BRB,Health,10.6830228161767,7.8885629060619
BRB,LifeSatisfaction,9.98870795290063,8.66945182465441
BRB,Safety,8.02431722867854,11.6391769440632
BRB,WorkLifeBalance,8.38756439730744,6.41752754755851
BRN,Housing,7.46210744460386,4.93973076590964
BRN,Income,9.56253786067272,8.56397861108772
BRN,Jobs,12.9708273553324,9.97763489077029
BRN,Community,7.18259206121473,5.62225366936278
BRN,Education,10.6259524948191,8.74625757243645
BRN,Environment,7.49478718316595,6.86654813458748
BRN,CivicEngagement,7.61874701099952,6.13810990614925
BRN,Health,9.05863223338116,8.4916209047563
BRN,LifeSatisfaction,9.05863223338116,16.2488325168719
BRN,Safety,7.49478718316595,9.38743052149615
BRN,WorkLifeBalance,11.4703969392635,15.0176025065721
BTN,Housing,11.1111111111111,8.21207599871393
BTN,Income,5.55555555555556,7.55474841250703
BTN,Jobs,5.55555555555556,8.84720715108646
BTN,Community,16.6666666666667,11.5952668819048
BTN,Education,5.55555555555556,11.5553808420188
BTN,Environment,5.55555555555556,12.1803808420188
BTN,CivicEngagement,5.55555555555556,7.4825347864141
BTN,Health,5.55555555555556,10.814640101278
BTN,LifeSatisfaction,27.7777777777778,7.43144921808715
BTN,Safety,5.55555555555556,7.11894921808715
BTN,WorkLifeBalance,5.55555555555556,7.20736654788379
BWA,Housing,11.8990115982597,8.19628301771159
BWA,Income,12.6926623919105,8.9105687319973
BWA,Jobs,10.2138463040719,9.00674909603481
BWA,Community,8.30908439930996,6.27957038671324
BWA,Education,9.59324718723215,12.597546526118
BWA,Environment,6.31361954670225,10.2915670772814
BWA,CivicEngagement,8.71724766461609,7.36422647136933
BWA,Health,9.44287124738253,9.7404036689751
BWA,LifeSatisfaction,6.17756512493355,8.70303977446835
BWA,Safety,11.6877692065662,7.62891718248861
BWA,WorkLifeBalance,4.95307532901518,11.2811280668424
CAF,Housing,8.71212121212121,7.69230769230769
CAF,Income,8.71212121212121,10.2564102564103
CAF,Jobs,8.71212121212121,12.8205128205128
CAF,Community,7.32323232323232,2.56410256410256
CAF,Education,11.489898989899,7.69230769230769
CAF,Environment,8.71212121212121,7.69230769230769
CAF,CivicEngagement,7.32323232323232,12.8205128205128
CAF,Health,11.489898989899,12.8205128205128
CAF,LifeSatisfaction,11.489898989899,7.69230769230769
CAF,Safety,8.71212121212121,12.8205128205128
CAF,WorkLifeBalance,7.32323232323232,5.12820512820513
CAN,Housing,8.68424230707845,9.14747006934651
CAN,Income,8.42628772083939,9.01849639571724
CAN,Jobs,8.7906613116064,8.89362906144377
CAN,Community,8.18645746683693,7.80209366312612
CAN,Education,9.92690469699738,9.84566796357087
CAN,Environment,9.07348702157782,9.06344466319891
CAN,CivicEngagement,6.46783671568898,6.42807925025394
CAN,Health,10.9099170013187,10.6046337249074
CAN,LifeSatisfaction,10.5869640745714,10.3196514301151
CAN,Safety,9.49834674396598,9.58555360248281
CAN,WorkLifeBalance,9.44889493951864,9.29128017583735
CHE,Housing,8.82000042077103,8.80255575408662
CHE,Income,8.34501882986131,9.48002945453745
CHE,Jobs,8.77664327831385,9.11958543153274
CHE,Community,8.52288981389061,7.99777887211026
CHE,Education,9.7997021417847,9.7102573532623
CHE,Environment,9.45782977895069,9.23491461537978
CHE,CivicEngagement,6.78229582084774,6.24022599371518
CHE,Health,10.3359596061405,10.2578080475899
CHE,LifeSatisfaction,10.6965771978006,10.5601137267011
CHE,Safety,9.23826595695489,9.08312040268497
CHE,WorkLifeBalance,9.22481715468405,9.51361034839974
CHL,Housing,8.41705436420024,8.67502839649946
CHL,Income,8.38374635179865,8.90685241049137
CHL,Jobs,9.2844007089762,9.32185882889687
CHL,Community,7.98794433269284,7.82016432257139
CHL,Education,10.6604998042328,10.3824993082426
CHL,Environment,9.28354891759023,8.97590351037639
CHL,CivicEngagement,7.60799592936494,7.52488595136902
CHL,Health,10.1178318165438,9.87351146248663
CHL,LifeSatisfaction,10.1414752260292,9.8554699928239
CHL,Safety,8.21995680141157,9.1296518065646
CHL,WorkLifeBalance,9.89554574715953,9.53417400967779
CHN,Housing,8.1172349994624,9.34543022639074
CHN,Income,9.39965675142292,10.3003771770807
CHN,Jobs,8.62146852827678,9.08290197036932
CHN,Community,7.76848562617808,7.78766341647583
CHN,Education,9.75567632057386,9.93141323822733
CHN,Environment,9.40272742727395,9.36744789206471
CHN,CivicEngagement,6.919367871461,6.26000461938357
CHN,Health,10.5734684799784,10.0921284808052
CHN,LifeSatisfaction,9.92945382765828,9.49353824432588
CHN,Safety,10.2045505359154,9.64593085595775
CHN,WorkLifeBalance,9.30790963179893,8.69316387891893
CIV,Housing,9.03771764221938,9.2915972053384
CIV,Income,10.0443571795935,9.65023121327464
CIV,Jobs,10.1947803069003,8.79834541744376
CIV,Community,8.60534556933866,7.9334655160942
CIV,Education,13.419763229991,8.97491942189142
CIV,Environment,8.52574059799351,8.85407300640215
CIV,CivicEngagement,4.68034209684979,7.29407514456097
CIV,Health,11.4493198802373,10.1426653664231
CIV,LifeSatisfaction,7.89211104352537,8.866174000646
CIV,Safety,8.5985474642475,12.7029962605673
CIV,WorkLifeBalance,7.5519749891036,7.49145744735802
CMR,Housing,9.53029185416326,7.825627074156
CMR,Income,9.04519346208813,9.5597177355922
CMR,Jobs,9.59730327411586,10.2983282580373
CMR,Community,7.02336756303925,7.96492715910826
CMR,Education,11.3825873292358,10.0184672483626
CMR,Environment,8.3257702724187,8.98878264724947
CMR,CivicEngagement,5.39054985635013,7.95122143111682
CMR,Health,11.5410122376607,9.7748145047099
CMR,LifeSatisfaction,8.66663396622357,9.70069833464734
CMR,Safety,9.72825371901979,8.11382343378094
CMR,WorkLifeBalance,9.76903646568489,9.80359217323912
COD,Housing,18.9974659486855,9.10217630805866
COD,Income,8.89293633196072,13.2109107109107
COD,Jobs,8.89293633196072,7.71711171711172
COD,Community,7.67342413683877,6.19554240142475
COD,Education,8.28318023439975,8.64763085351321
COD,Environment,7.67342413683877,9.11399914341091
COD,CivicEngagement,7.67342413683877,5.98242218830454
COD,Health,8.28318023439975,7.98716519304755
COD,LifeSatisfaction,7.67342413683877,11.5230900525018
COD,Safety,7.67342413683877,7.93667514255749
COD,WorkLifeBalance,8.28318023439975,12.5832762891586
COG,Housing,7.4748758842196,12.5
COG,Income,9.34562418353933,12.5
COG,Jobs,8.78604551336158,8.33333333333333
COG,Community,10.5370462473593,4.16666666666667
COG,Education,9.72189259969333,12.5
COG,Environment,8.78264036932399,12.5
COG,CivicEngagement,6.84832938130253,4.16666666666667
COG,Health,9.27525120676241,4.16666666666667
COG,LifeSatisfaction,8.29002953188556,4.16666666666667
COG,Safety,9.77126718823843,20.8333333333333
COG,WorkLifeBalance,11.166997894314,4.16666666666667
COK,Housing,NA,9.39407651172357
COK,Income,NA,8.3388180447004
COK,Jobs,NA,11.8284656519951
COK,Community,NA,6.16714657891128
COK,Education,NA,6.69779240367476
COK,Environment,NA,9.75003427944604
COK,CivicEngagement,NA,5.67215137803373
COK,Health,NA,12.4167009461127
COK,LifeSatisfaction,NA,8.80282462635404
COK,Safety,NA,12.4167009461127
COK,WorkLifeBalance,NA,8.51528863293569
COL,Housing,8.3745310731773,8.67606260397006
COL,Income,8.85504077800663,9.19755064146968
COL,Jobs,8.97297320864939,9.11963088660794
COL,Community,7.58818941131084,7.26533459998547
COL,Education,10.3396165873876,10.2706740660198
COL,Environment,9.12109959349912,9.1756191902443
COL,CivicEngagement,7.18528703344756,7.56634781919016
COL,Health,10.1834320631782,9.98937391238312
COL,LifeSatisfaction,9.65717115254606,9.87475151643095
COL,Safety,9.78648429651389,9.2081963926007
COL,WorkLifeBalance,9.93617480228338,9.65645837109787
COM,Housing,9.80769230769231,10
COM,Income,8.84615384615385,10
COM,Jobs,9.80769230769231,10
COM,Community,9.80769230769231,10
COM,Education,9.80769230769231,0
COM,Environment,9.80769230769231,10
COM,CivicEngagement,4.80769230769231,10
COM,Health,9.80769230769231,10
COM,LifeSatisfaction,8.84615384615385,10
COM,Safety,9.80769230769231,10
COM,WorkLifeBalance,8.84615384615385,10
CPV,Housing,4.54545454545455,8.62745133153297
CPV,Income,11.3636363636364,9.01355171763335
CPV,Jobs,28.030303030303,10.9584175017848
CPV,Community,2.27272727272727,6.31897485213812
CPV,Education,9.09090909090909,9.45998028906192
CPV,Environment,2.27272727272727,8.38631916438039
CPV,CivicEngagement,2.27272727272727,8.60941033134911
CPV,Health,18.9393939393939,10.1250841684515
CPV,LifeSatisfaction,2.27272727272727,10.4192558911947
CPV,Safety,2.27272727272727,10.3663969097643
CPV,WorkLifeBalance,16.6666666666667,7.71515784270886
CRI,Housing,8.92184293846617,8.89242332129071
CRI,Income,8.32199767845529,9.12319580364603
CRI,Jobs,9.09795035758169,8.92012398018235
CRI,Community,7.30605857903148,7.2190919728666
CRI,Education,10.4727443261452,9.95334600122492
CRI,Environment,9.86392713556819,9.43172750612639
CRI,CivicEngagement,6.02973757016807,7.12994994822327
CRI,Health,10.766102056951,10.3824722902035
CRI,LifeSatisfaction,10.0737550869026,11.370372373949
CRI,Safety,9.69150892479656,8.83904832989665
CRI,WorkLifeBalance,9.45437534593367,8.73824847239055
CUB,Housing,8.45936775383554,11.5045821648108
CUB,Income,8.1050037860262,8.50549638726726
CUB,Jobs,6.86824056221815,8.19752923982294
CUB,Community,8.1116268056044,6.85165883987813
CUB,Education,10.0061531346545,11.2235443841044
CUB,Environment,7.70346354029827,8.60692803755963
CUB,CivicEngagement,5.0323487981051,6.18067392325973
CUB,Health,11.3123052251204,11.0965105652101
CUB,LifeSatisfaction,15.0431123627902,9.8172549396489
CUB,Safety,10.6123493168311,10.2602955766084
CUB,WorkLifeBalance,8.74602871451611,7.75552594182968
CYM,Housing,3.2258064516129,9.88653089837254
CYM,Income,16.1290322580645,7.44118370664854
CYM,Jobs,3.2258064516129,5.93518165716822
CYM,Community,3.2258064516129,7.5595580270377
CYM,Education,3.2258064516129,13.7941892625526
CYM,Environment,3.2258064516129,10.6678952666934
CYM,CivicEngagement,3.2258064516129,2.88852520559838
CYM,Health,16.1290322580645,8.50511375431842
CYM,LifeSatisfaction,16.1290322580645,10.1054337242036
CYM,Safety,16.1290322580645,14.3794541214124
CYM,WorkLifeBalance,16.1290322580645,8.83693437599411
CYP,Housing,8.46123194683152,8.41999492346287
CYP,Income,8.95451849472407,12.1305620914068
CYP,Jobs,9.41969574733257,7.33954476237865
CYP,Community,8.36257822399276,6.27527480999814
CYP,Education,10.0616410808131,9.81833366349866
CYP,Environment,8.54578253235173,7.27807464023162
CYP,CivicEngagement,6.21273182960823,5.13848080593781
CYP,Health,10.8170352159305,7.76744913350401
CYP,LifeSatisfaction,9.5934659735443,7.82142667297589
CYP,Safety,9.99377908420955,7.2432022260873
CYP,WorkLifeBalance,9.57753987066167,20.7676562705182
CZE,Housing,8.08703375751838,8.43380435013085
CZE,Income,9.05278079689274,9.28442476535747
CZE,Jobs,8.83265908159223,9.53647465758618
CZE,Community,7.74337422027453,7.43290183702714
CZE,Education,9.75973974051215,9.84276988063746
CZE,Environment,8.88681185112896,9.70543176948784
CZE,CivicEngagement,6.80296712957147,6.84944632889041
CZE,Health,11.0060655950305,10.0274049580325
CZE,LifeSatisfaction,10.1902806594293,10.4269529742268
CZE,Safety,9.8634573272619,9.87834365176735
CZE,WorkLifeBalance,9.7748298407879,8.58204482685602
DEU,Housing,8.70719320714429,9.0637900881986
DEU,Income,7.9422526723809,8.76364746606844
DEU,Jobs,8.52225747080353,8.74886358558309
DEU,Community,8.63465037464892,7.91593018591144
DEU,Education,9.96789012913736,9.94166192414247
DEU,Environment,9.23897084971028,9.30392148482596
DEU,CivicEngagement,6.98551641603316,6.5976032913271
DEU,Health,10.5667997193465,10.5057543988299
DEU,LifeSatisfaction,10.9993907840202,10.8246262150794
DEU,Safety,8.92702586143371,9.01484378328792
DEU,WorkLifeBalance,9.50805251534117,9.3193575767457
DJI,Housing,6.81818181818182,6.85002594706798
DJI,Income,4.54545454545455,6.85002594706798
DJI,Jobs,6.81818181818182,6.85002594706798
